622 7978
374 88 27
585 78 16
105 297 2
191 140 41
141 232 25
115 221 3
355 523 50
426 85 20
409 145 18
353 394 24
580 363 4
97 229 27
93 565 38
549 180 28
289 27 44
525 536 7
545 18 45
469 298 30
121 226 32
142 256 11
268 590 27
28 163 8
214 215 12
410 610 6
210 257 19
501 136 31
305 276 26
518 555 4
161 347 7
91 41 18
173 277 44
373 446 41
222 386 24
383 61 31
417 74 49
157 530 4
332 575 37
344 299 25
131 255 30
386 166 41
459 296 41
218 71 41
295 163 35
388 601 46
431 464 41
466 222 47
71 86 9
612 197 41
72 476 37
589 107 32
14 551 43
224 62 43
522 372 36
577 397 4
428 581 32
367 288 49
496 290 38
442 288 3
316 362 30
375 620 30
177 440 47
48 394 35
300 3 10
458 128 25
333 517 11
258 354 15
602 487 47
234 490 48
543 566 24
324 261 21
479 428 6
46 71 17
551 465 8
360 6 45
181 366 45
40 188 46
418 260 50
182 274 15
390 328 40
105 581 12
120 56 14
83 570 18
421 275 38
210 504 20
16 512 4
503 371 37
205 177 47
581 419 25
33 265 26
81 140 22
30 608 44
521 132 33
60 9 23
486 557 32
397 92 28
150 102 35
31 492 45
438 74 14
154 365 18
275 418 37
622 190 25
331 116 46
385 494 17
415 205 36
471 11 42
19 366 45
295 250 10
452 604 16
434 399 13
564 250 21
449 297 13
11 415 29
244 383 49
393 413 15
226 118 30
335 70 25
490 28 44
2 377 43
557 173 9
320 123 18
45 39 45
29 389 48
349 59 38
416 60 30
251 133 3
197 464 4
542 150 45
74 201 20
500 113 34
400 101 33
145 540 35
120 212 11
248 68 3
64 28 34
68 122 40
157 151 34
414 133 34
144 284 30
412 164 38
112 193 40
295 98 43
386 486 1
65 274 41
495 24 6
465 32 41
333 329 15
133 214 4
554 241 49
580 372 42
137 364 17
214 278 20
380 446 1
492 451 44
148 489 12
175 163 15
354 47 5
108 382 32
304 472 49
134 476 32
287 195 38
52 103 2
506 470 32
299 174 16
295 492 10
9 268 1
271 224 9
593 272 25
540 611 20
570 196 4
337 61 30
229 213 17
239 464 28
412 165 48
207 276 28
417 223 36
169 168 36
516 412 1
558 264 41
267 133 44
507 2 13
366 95 41
32 613 16
212 388 27
245 68 24
88 452 46
400 40 7
352 21 29
352 116 7
611 305 44
59 21 46
384 594 6
175 397 47
327 410 2
180 310 3
503 572 11
242 128 15
374 33 16
554 6 44
439 28 32
1 234 36
14 204 33
2 153 46
354 543 43
608 107 31
429 519 9
9 475 5
382 546 37
44 352 34
540 65 21
338 419 13
28 523 35
596 597 5
52 311 26
536 404 3
346 304 23
33 543 40
605 179 37
300 492 19
39 260 15
101 18 26
36 251 43
96 262 39
616 437 43
457 185 48
487 92 41
535 53 30
93 613 36
437 36 1
36 231 23
330 570 49
224 531 35
422 173 41
506 563 11
52 618 19
487 227 19
195 18 23
43 255 46
534 542 36
99 391 32
241 601 20
96 181 24
74 413 1
245 511 24
195 113 45
59 94 27
436 426 46
388 278 2
349 11 10
481 105 8
134 328 10
223 40 14
618 117 25
256 585 48
46 457 17
437 562 1
138 346 40
19 413 17
418 5 18
572 122 42
290 245 2
191 518 19
601 586 42
125 397 14
571 255 16
10 192 20
156 592 49
485 606 40
461 536 7
139 123 35
569 87 16
213 291 24
539 377 42
229 620 18
570 249 50
356 25 37
354 342 26
206 507 42
55 252 29
249 500 8
369 41 47
106 89 29
2 105 25
437 284 33
157 2 25
591 49 45
539 582 19
70 553 45
298 368 12
26 83 25
272 393 1
124 269 5
495 48 33
448 545 24
125 459 2
104 332 42
193 300 2
491 243 25
254 79 13
1 489 26
34 10 20
198 470 7
12 356 11
298 553 50
557 255 31
590 63 23
350 386 33
448 59 5
274 52 15
451 216 33
82 373 48
461 619 1
201 578 41
396 569 18
429 619 16
269 608 16
85 484 41
242 49 28
88 615 33
319 65 17
303 503 34
231 78 37
520 423 21
285 69 50
226 35 8
