728 67961
421 327 6
261 296 39
145 566 13
711 265 13
20 401 13
441 95 6
585 530 1
296 487 12
595 417 27
412 325 40
105 31 11
700 377 28
522 555 10
305 319 14
425 112 4
332 506 33
614 674 10
372 184 39
686 395 22
114 166 36
322 362 18
37 240 43
567 27 28
38 434 29
250 522 6
534 669 40
48 448 41
589 692 26
207 135 31
607 538 4
480 569 32
572 2 37
13 519 19
508 641 6
591 126 23
464 41 24
245 243 29
645 34 34
585 390 46
24 239 3
322 186 42
98 43 7
315 449 32
236 554 41
439 63 39
365 82 42
551 473 39
302 538 36
393 327 44
319 322 39
418 495 47
687 693 18
644 713 12
89 446 21
70 180 40
108 641 26
340 650 25
594 511 42
545 58 10
77 91 6
476 628 38
38 482 43
89 165 48
464 368 34
93 487 22
404 306 48
481 251 43
141 406 21
620 595 17
307 599 29
169 540 35
264 601 20
356 612 46
307 651 2
142 626 10
463 8 49
580 648 33
172 91 30
537 437 39
400 506 41
348 380 24
497 469 15
547 7 29
223 50 45
266 723 25
201 143 34
664 165 38
520 592 17
268 422 16
187 342 14
117 48 47
291 694 37
222 73 9
16 162 44
105 79 48
395 694 18
303 682 39
305 152 50
346 229 9
435 54 31
319 293 4
407 117 21
397 316 46
479 486 40
491 487 22
720 60 32
64 524 7
631 466 5
315 728 11
601 537 15
377 712 24
74 641 30
118 469 39
245 43 36
13 92 29
549 119 21
85 376 43
677 493 17
67 366 20
86 644 26
619 458 5
702 136 7
244 154 7
533 346 22
500 334 17
455 479 35
683 713 39
568 443 27
219 121 2
383 396 36
702 357 22
268 722 14
651 501 22
86 582 29
591 516 1
207 94 44
646 562 29
117 414 9
194 147 27
212 503 4
13 293 1
159 82 9
658 16 19
691 232 40
268 119 20
414 438 29
240 36 19
183 529 45
152 218 1
195 386 22
20 656 37
196 699 12
327 7 14
490 130 41
427 300 21
343 571 45
700 623 28
184 20 8
49 280 27
77 555 40
690 459 23
621 194 49
361 212 3
412 30 23
445 714 15
198 532 18
211 301 23
445 23 41
166 553 30
638 74 31
625 307 2
312 328 31
420 112 12
105 553 44
313 670 22
18 568 48
257 444 17
42 154 35
553 297 16
342 264 28
111 239 22
543 381 49
139 562 16
431 66 5
637 553 36
150 322 26
618 68 19
236 560 31
699 669 49
149 681 23
435 432 32
