342 84636
88 141 8
333 35 14
171 256 27
60 94 14
63 207 38
136 18 10
265 45 36
186 93 34
288 102 39
198 185 42
313 30 15
73 16 38
50 53 10
126 86 7
77 243 44
262 162 33
193 314 43
150 256 40
149 143 40
313 167 38
6 88 35
223 37 10
219 277 50
53 32 40
250 252 6
314 147 3
202 11 45
268 89 26
172 86 3
218 254 21
309 152 19
67 186 16
200 107 40
57 268 4
68 100 30
113 276 33
299 38 5
13 88 30
56 342 5
222 85 35
198 79 6
240 269 9
200 186 20
218 257 36
340 101 40
203 283 3
231 103 13
222 225 35
145 193 35
97 75 38
147 136 16
57 271 10
119 201 26
59 198 32
84 268 11
189 165 22
20 85 4
205 40 7
263 319 20
284 326 15
223 272 11
236 152 35
53 26 35
89 85 48
224 304 43
104 196 41
260 222 34
63 99 43
268 65 1
205 227 21
318 181 13
256 213 28
35 210 38
94 97 42
340 213 42
88 97 40
32 17 38
168 245 17
116 202 47
45 315 10
118 3 41
152 19 50
151 165 17
196 33 48
295 144 13
99 317 24
313 116 2
197 114 49
34 142 28
335 240 5
90 110 32
49 99 1
97 294 40
92 269 14
193 104 45
21 69 4
324 173 4
141 218 10
311 129 17
71 44 10
89 264 21
57 203 30
98 161 46
78 40 38
341 290 32
341 179 20
243 282 42
48 132 8
261 227 11
250 275 42
337 137 25
206 133 9
272 122 31
297 235 50
287 109 47
246 108 5
118 313 19
309 19 19
239 338 25
154 86 30
23 278 28
118 104 15
296 127 13
213 3 5
235 129 43
250 341 20
275 149 48
311 133 24
113 294 24
276 311 30
179 207 32
119 291 27
120 200 44
76 236 10
112 289 35
247 231 15
193 72 9
127 274 19
283 23 30
252 42 48
93 97 3
33 198 21
44 248 6
64 123 13
116 95 48
201 67 48
68 154 32
168 237 17
312 309 19
222 133 35
251 282 39
30 319 1
313 336 38
164 34 6
125 218 37
3 138 5
188 322 12
24 118 47
320 138 46
294 50 13
266 36 11
96 40 24
248 243 6
227 1 36
340 116 6
173 119 30
116 17 13
213 316 29
52 114 6
132 135 9
95 121 32
78 242 43
140 154 17
296 247 19
173 262 42
314 137 38
84 335 23
172 85 30
21 333 35
37 52 36
245 15 5
249 245 50
201 152 34
114 58 6
260 206 36
244 80 11
17 218 24
95 173 22
153 213 24
110 139 15
178 25 47
290 248 23
3 243 38
