610 13736
193 475 46
371 149 28
200 548 24
64 81 19
550 570 45
578 312 11
294 587 36
461 357 40
474 594 49
608 430 9
409 457 37
412 27 40
309 509 2
81 220 3
428 239 36
46 418 41
338 81 34
143 472 36
553 486 30
380 124 4
18 515 27
485 567 44
357 214 15
276 529 33
60 296 17
41 191 47
402 190 6
89 264 46
51 522 48
368 58 2
384 64 22
536 92 7
282 317 4
122 124 23
568 69 35
48 251 40
251 309 30
321 567 20
287 486 45
383 146 9
496 487 26
388 60 44
30 48 23
103 507 2
578 533 47
189 200 28
26 286 18
250 439 10
411 162 1
58 153 29
393 609 37
305 387 34
110 255 9
114 112 31
488 3 19
472 555 47
219 437 14
105 384 34
452 404 39
411 278 44
249 252 48
396 218 6
342 553 1
19 516 36
375 543 15
527 581 15
51 180 18
260 39 11
129 574 33
29 210 19
431 76 33
365 315 1
258 609 29
306 26 25
176 352 5
218 216 47
160 50 41
309 532 32
112 90 28
79 337 14
14 388 3
75 406 15
441 532 45
133 495 19
352 59 1
402 539 7
601 602 3
286 315 47
414 537 20
512 551 23
607 179 16
541 494 30
320 97 27
447 321 42
567 413 36
83 306 39
104 497 4
93 66 28
541 454 33
353 477 21
257 437 47
125 460 9
398 504 15
494 77 4
467 213 49
80 415 34
185 526 17
425 10 32
470 137 3
548 490 42
31 41 33
505 219 24
533 239 5
321 451 19
593 532 16
401 419 20
188 86 44
586 323 14
111 525 35
10 504 47
559 276 47
182 406 26
66 137 38
560 118 15
606 166 4
610 292 11
323 183 21
279 448 27
536 307 11
286 419 16
259 573 41
416 158 22
549 582 40
470 430 3
357 358 19
207 56 5
239 584 2
284 409 43
123 573 12
27 28 12
129 287 6
153 528 31
447 549 3
19 171 30
291 388 45
26 455 31
353 379 47
228 385 23
97 125 18
186 459 31
123 261 3
607 162 6
539 403 24
235 491 35
605 484 14
263 5 22
443 271 37
107 248 43
223 220 44
385 392 33
52 509 15
191 250 42
230 570 10
219 24 3
140 341 43
90 78 46
504 474 47
186 521 46
287 390 16
305 353 45
150 564 35
24 289 47
271 131 32
458 144 21
166 341 42
28 508 1
548 377 44
467 580 50
493 448 32
469 388 37
554 576 23
