412 87732
267 239 30
408 137 43
182 123 48
38 406 10
355 94 40
120 217 14
369 270 11
30 161 16
118 223 48
188 332 31
86 237 24
90 133 40
319 177 15
22 183 27
257 345 19
15 158 43
71 17 33
188 332 12
279 265 35
61 38 5
8 301 20
342 315 44
93 403 29
270 176 6
317 64 24
125 231 50
71 383 14
359 14 35
376 125 39
12 54 25
115 401 38
53 400 20
231 60 23
332 313 40
183 365 38
234 145 42
217 331 23
382 370 7
75 250 45
155 269 43
149 259 46
377 165 3
177 311 31
305 95 18
164 91 1
154 136 37
106 246 23
319 115 1
47 268 5
285 409 30
324 191 14
372 331 31
335 405 26
260 344 9
351 60 4
192 43 18
121 170 9
263 127 17
220 392 41
388 249 24
272 66 42
403 250 39
306 66 8
99 163 8
261 92 31
339 303 19
29 176 22
339 385 35
239 133 41
313 233 11
155 369 25
369 63 15
321 379 30
182 81 20
225 377 50
60 44 11
53 87 32
273 233 35
356 218 19
303 190 5
65 219 46
355 188 23
72 207 24
170 2 8
298 71 10
339 245 39
336 300 17
336 115 35
14 73 48
368 265 10
343 110 8
207 277 19
137 130 4
280 18 40
90 48 35
300 251 42
304 21 35
201 331 44
81 387 37
342 118 34
39 67 21
305 37 44
290 349 24
176 324 25
111 351 19
55 132 3
54 18 41
6 314 41
310 159 30
33 176 26
268 254 48
154 149 44
286 265 2
312 32 31
51 364 49
219 221 43
406 151 1
122 363 17
311 160 15
327 11 3
28 339 41
345 144 42
92 370 5
234 288 22
380 45 34
409 295 25
44 346 7
356 13 50
407 342 30
173 207 10
203 88 10
129 180 46
369 34 25
163 222 33
396 313 9
293 181 30
381 377 7
319 367 23
111 273 3
243 385 47
149 211 29
166 37 49
180 113 11
261 90 9
405 183 32
133 323 16
216 301 25
56 162 50
206 6 50
275 66 49
186 138 21
122 92 47
236 279 50
360 42 19
31 10 36
53 62 22
344 164 4
32 408 11
172 408 21
280 21 39
285 287 47
109 32 19
300 351 46
239 301 45
392 272 13
408 336 9
256 301 23
296 14 18
187 401 8
393 32 49
318 322 32
342 146 25
160 288 24
14 94 35
350 190 7
336 357 14
286 318 15
152 309 13
77 264 23
33 54 4
95 135 46
286 209 14
49 282 33
85 317 39
262 292 40
94 26 14
256 200 45
251 352 42
28 140 21
245 283 11
3 66 41
16 383 8
179 395 48
234 137 17
168 213 19
173 371 37
166 123 32
249 5 1
29 270 49
59 175 11
335 294 30
342 111 33
165 76 12
257 42 32
175 209 49
226 370 43
366 197 14
26 131 8
119 321 28
80 48 18
290 390 36
262 230 39
236 353 14
235 334 41
324 208 12
162 27 46
336 86 4
128 174 8
168 325 7
56 198 15
86 57 20
186 130 28
172 129 13
258 292 7
360 334 6
114 213 4
206 296 41
80 247 41
68 371 7
350 49 44
162 311 44
369 259 50
324 301 15
62 384 1
122 216 12
251 24 19
2 244 49
101 62 28
157 220 17
124 358 40
29 111 47
221 392 22
272 367 11
339 156 25
366 350 13
29 386 3
103 178 10
396 242 8
281 145 34
351 249 16
312 301 20
249 74 35
40 44 21
190 377 8
214 150 9
376 23 44
390 7 34
5 321 43
355 305 32
355 223 47
155 355 35
20 94 16
298 153 13
217 342 35
120 52 50
412 261 21
24 245 35
148 8 17
319 46 22
313 206 10
125 45 12
46 348 38
28 323 26
19 321 38
370 327 13
8 383 1
5 352 2
186 350 39
4 354 8
348 199 12
21 83 13
147 344 3
59 309 35
28 329 21
145 59 16
167 212 14
317 353 46
17 302 23
259 40 48
146 397 7
115 92 16
309 174 29
216 400 17
286 69 14
216 198 12
204 394 23
261 7 48
125 379 38
273 318 41
338 239 46
31 131 28
87 101 25
162 267 17
121 215 14
81 190 17
323 200 17
165 294 50
298 394 3
295 92 15
268 155 33
138 370 48
345 15 25
323 112 25
347 59 37
410 164 19
58 11 26
28 99 48
124 120 23
325 175 44
283 354 43
367 234 22
364 369 30
29 326 35
405 167 9
348 300 12
274 396 18
9 383 22
59 285 6
328 81 4
5 306 25
395 163 13
255 379 10
290 354 50
107 215 32
282 391 2
144 51 34
292 201 35
329 195 34
245 54 22
343 341 16
329 394 27
123 192 40
292 107 16
226 139 44
192 9 18
238 384 50
157 52 15
324 170 32
282 396 16
24 109 10
208 296 22
59 118 35
297 161 1
271 149 24
99 186 20
14 12 9
326 188 39
319 306 6
378 268 17
404 292 48
153 180 10
408 132 45
116 195 24
274 152 14
24 260 14
206 358 21
201 59 23
188 370 33
140 243 4
353 28 13
241 210 18
338 126 49
8 269 24
251 265 23
14 51 30
135 356 35
41 384 14
201 349 44
86 160 30
39 6 14
314 323 42
156 296 24
377 3 11
335 349 50
302 55 34
357 408 16
126 161 42
200 99 33
138 386 26
144 261 23
326 293 7
57 293 28
313 389 49
180 342 34
315 235 33
312 81 40
404 31 19
411 374 27
102 106 36
88 277 19
363 371 47
158 49 4
400 338 8
220 360 17
143 182 1
260 44 8
229 301 14
176 157 7
186 363 26
358 357 20
203 406 1
190 225 20
365 279 33
127 380 17
310 22 38
291 89 10
107 136 48
370 106 21
342 382 26
50 240 14
105 251 42
132 369 15
80 349 40
105 278 43
363 8 42
248 3 5
31 354 38
183 322 5
85 325 43
138 201 16
179 376 9
339 403 50
121 320 10
75 360 6
63 170 24
226 151 2
95 41 40
379 345 13
407 77 14
184 318 43
132 158 27
142 275 17
332 342 11
406 83 20
355 329 30
278 254 22
368 194 22
43 306 32
80 92 49
282 357 45
150 249 35
13 231 48
148 20 26
237 106 46
45 205 25
253 9 41
210 326 47
315 221 3
76 214 7
95 345 2
366 228 37
137 355 5
389 41 12
179 265 32
280 146 43
86 362 26
339 201 42
275 49 7
139 125 8
37 358 45
207 186 19
226 411 48
191 193 9
135 375 37
115 212 16
280 377 20
95 68 12
364 370 47
371 299 28
412 1 20
371 376 37
293 158 22
293 6 44
209 373 15
372 270 7
382 292 4
356 37 14
103 409 35
76 187 17
194 363 33
357 98 28
264 137 28
332 136 3
340 32 21
412 350 14
318 151 3
64 76 45
404 259 43
191 11 41
6 322 18
280 130 7
79 228 36
356 22 35
228 346 33
334 284 32
143 340 35
159 212 18
14 373 5
102 74 22
134 299 31
10 220 45
4 301 42
247 187 9
209 298 50
342 23 36
263 303 48
39 176 48
98 176 24
285 359 12
361 148 23
317 265 16
119 84 21
185 299 30
188 406 7
409 211 11
36 255 20
173 152 17
377 405 7
405 68 5
27 256 50
294 74 13
141 14 3
71 383 24
324 34 41
185 54 6
356 47 19
103 354 2
163 251 22
81 182 26
217 337 28
178 189 41
233 240 24
284 286 49
141 257 4
192 293 2
113 107 17
397 93 29
240 43 7
365 321 36
151 204 25
178 47 5
11 335 18
90 57 49
213 31 12
353 401 11
13 311 39
34 268 34
33 144 5
179 27 8
377 138 8
82 302 7
194 250 18
78 362 3
216 42 37
366 240 19
134 313 40
95 85 49
10 182 9
407 47 42
356 224 8
404 363 19
117 318 21
60 122 7
268 102 42
230 193 2
400 256 14
362 51 6
80 221 45
363 297 21
94 196 41
380 324 8
92 260 23
365 237 44
257 208 24
177 231 41
158 37 49
224 108 41
20 34 17
208 78 30
108 354 7
354 387 42
243 254 12
362 249 48
349 26 2
101 294 12
290 118 4
210 231 15
54 377 25
141 206 40
332 348 5
333 323 4
144 46 1
103 289 16
135 316 24
149 75 32
332 215 46
164 117 15
235 17 36
211 26 2
386 321 41
52 315 40
258 411 13
56 366 9
275 221 9
219 131 5
169 190 25
357 222 19
79 94 35
127 324 40
315 171 39
123 92 20
360 298 27
244 236 46
217 119 48
24 200 31
192 335 12
65 397 41
279 285 8
113 188 48
141 261 12
120 125 34
290 25 16
90 325 24
356 62 22
255 55 46
200 275 6
189 2 22
299 331 42
338 80 39
309 370 42
294 204 20
11 34 1
3 114 39
221 321 23
229 14 18
175 309 38
339 173 33
191 190 50
310 234 48
169 119 13
325 69 13
367 399 26
114 390 18
50 257 50
127 7 24
134 89 7
161 397 40
21 311 26
10 100 13
298 119 31
397 194 40
102 65 22
222 314 16
45 275 20
292 351 45
317 25 47
72 185 12
374 319 9
199 175 27
181 313 19
24 219 16
299 165 6
363 68 43
198 217 31
58 361 36
367 37 17
190 70 37
144 86 44
119 187 18
307 316 33
92 179 3
223 254 18
279 294 2
404 314 21
329 314 40
98 375 22
362 64 44
228 113 43
361 88 21
397 126 34
49 240 30
395 204 36
348 390 10
182 224 8
52 238 19
367 200 27
403 19 21
246 368 31
136 18 45
124 46 18
134 253 15
156 337 46
297 146 16
153 299 44
182 117 26
177 141 32
46 194 6
401 275 2
292 71 26
392 154 23
44 49 40
205 5 42
9 122 12
83 404 5
403 225 7
138 232 42
229 273 34
379 167 24
95 170 8
313 147 44
298 350 48
400 17 13
127 225 5
270 189 10
350 397 47
282 140 44
4 149 27
47 224 26
241 240 39
49 317 16
377 288 26
245 388 17
294 367 21
305 399 17
244 11 15
56 100 19
283 179 34
331 271 21
109 362 43
234 73 32
247 131 13
18 96 34
263 205 20
319 199 28
70 376 42
309 27 40
34 138 4
403 223 34
407 408 31
61 161 48
411 173 10
294 43 27
315 155 17
107 178 50
44 220 34
241 18 29
74 195 2
50 49 17
47 341 29
317 10 40
148 292 25
272 337 9
243 314 41
236 74 38
354 240 30
112 35 50
407 72 15
136 17 17
82 15 17
157 354 21
256 179 10
320 385 15
345 39 17
241 309 21
50 42 32
345 248 14
293 149 28
200 111 9
353 398 33
93 344 50
223 280 31
223 304 24
164 73 33
400 80 28
84 218 45
338 345 49
269 107 22
355 127 25
317 230 11
278 308 28
6 303 14
22 41 40
5 28 32
386 113 45
129 21 30
259 334 1
277 357 41
59 47 20
55 157 22
371 157 20
219 152 26
352 328 47
78 324 28
135 57 47
140 369 31
135 126 36
101 353 34
232 328 26
37 69 36
341 112 28
342 410 9
187 280 37
253 348 24
264 190 47
168 141 35
100 138 17
106 216 29
14 315 3
103 387 45
245 268 11
313 182 10
380 222 41
46 323 1
65 195 16
282 85 34
193 337 35
191 235 21
201 398 16
134 293 9
28 391 47
19 347 26
130 63 7
260 105 7
250 132 5
155 228 10
395 188 34
262 299 6
405 20 2
99 410 17
403 295 7
261 278 13
229 4 25
399 266 44
275 108 42
137 55 19
352 44 7
121 276 18
155 395 28
215 239 26
406 286 24
215 203 9
65 140 1
312 301 46
333 93 50
399 368 36
384 28 34
220 376 30
12 61 41
324 350 43
382 8 41
392 406 9
401 340 7
217 221 4
375 366 33
332 34 11
405 37 9
386 136 38
145 231 27
213 53 27
270 386 12
217 274 12
219 289 8
226 115 25
267 44 39
117 380 38
235 388 37
391 22 28
331 122 33
169 16 47
266 300 23
239 178 45
392 131 42
142 20 45
311 42 4
132 4 37
82 228 34
317 167 33
103 280 47
24 343 43
254 43 32
408 172 39
83 285 31
36 385 37
175 192 41
27 15 17
335 18 48
380 22 47
263 169 4
237 313 31
110 357 49
204 186 8
374 406 13
295 81 3
96 232 16
42 371 43
51 134 15
376 31 48
160 140 40
314 366 19
340 311 14
409 231 45
62 208 27
190 152 17
165 286 46
367 254 5
191 248 45
227 78 14
73 29 2
322 314 42
17 18 26
29 297 4
105 379 20
246 65 3
277 82 38
173 60 13
125 183 5
303 410 43
246 330 44
393 206 26
142 253 24
82 332 8
358 211 27
235 291 41
204 53 39
121 39 5
38 398 6
340 377 30
209 266 44
26 82 10
45 74 34
127 358 15
229 276 3
266 190 3
63 175 45
131 327 8
237 379 6
249 216 34
164 204 48
276 402 48
323 274 37
229 390 7
149 229 4
20 203 7
317 120 17
246 257 45
31 75 43
160 72 43
138 70 36
350 54 43
273 68 10
106 230 25
60 102 2
328 142 34
20 353 7
132 21 27
277 334 33
163 169 46
201 247 9
278 283 48
176 343 49
56 319 15
97 361 17
314 309 25
377 373 1
383 167 27
345 269 14
313 171 20
232 66 20
318 258 20
90 236 24
285 338 48
112 197 41
234 65 8
183 250 1
411 155 38
61 197 24
8 209 6
136 127 4
183 111 45
280 159 34
55 34 22
107 396 14
410 259 21
270 387 1
130 396 50
199 72 38
143 165 10
155 211 43
79 156 33
198 122 10
106 197 10
41 409 40
398 204 7
18 259 8
247 306 8
192 141 34
146 291 26
403 52 12
159 136 11
16 78 14
88 172 26
227 23 22
179 155 48
111 188 25
409 208 2
256 334 11
348 171 28
404 3 40
86 77 5
25 161 35
237 76 35
409 69 45
393 203 28
249 164 29
105 382 25
375 252 8
352 296 6
378 226 24
78 396 39
41 181 25
303 204 36
202 39 14
273 159 46
382 76 14
63 122 8
298 81 47
102 328 15
294 164 32
307 184 6
42 291 29
381 207 26
343 156 2
309 74 9
328 279 6
149 48 1
374 300 25
248 286 42
375 29 18
142 274 24
184 404 19
371 362 28
186 265 16
185 246 45
123 159 8
184 389 2
225 356 44
262 95 44
24 169 24
291 205 38
391 41 6
234 99 49
324 1 32
141 394 39
63 359 28
412 171 49
4 123 43
118 186 34
178 380 21
207 32 3
319 149 32
121 259 38
34 290 42
12 35 42
386 170 25
61 125 15
109 245 31
249 329 13
333 64 8
336 166 11
287 37 25
373 353 41
185 211 13
228 102 7
120 7 19
335 5 29
121 193 48
120 28 35
247 106 42
196 240 20
96 233 14
121 266 28
275 396 22
329 311 11
49 352 50
193 74 6
187 372 48
56 146 18
184 212 35
308 20 46
365 304 50
15 364 10
211 74 35
35 146 26
408 388 6
157 391 50
350 150 3
45 374 28
13 283 25
259 208 11
211 51 41
315 71 2
207 115 32
314 259 1
406 375 16
319 259 8
1 309 13
88 95 26
222 196 14
395 216 8
350 327 28
55 131 42
359 216 43
338 335 23
271 73 5
115 131 38
293 231 39
209 71 29
401 292 1
184 140 30
73 289 28
301 103 10
148 256 9
153 369 45
125 362 9
267 398 35
302 148 43
287 117 50
243 64 44
167 146 19
199 18 45
137 107 33
225 185 36
215 164 24
256 83 3
232 66 39
91 94 48
181 69 36
357 164 5
141 244 24
16 355 23
282 223 30
313 16 25
357 103 13
132 133 32
214 5 44
334 7 27
46 271 33
7 162 19
27 303 25
234 197 34
346 41 7
303 286 9
46 197 13
79 186 32
68 301 36
276 392 5
308 309 44
393 28 36
324 27 29
376 261 43
136 79 22
236 78 34
127 300 23
395 263 28
270 286 24
14 343 5
222 74 38
295 335 11
6 406 4
152 91 7
166 133 37
152 377 35
290 98 3
205 93 9
48 359 8
258 16 34
396 247 45
329 78 16
119 281 44
137 361 50
221 179 38
178 51 1
54 393 5
31 298 50
33 368 7
71 80 28
412 385 9
202 60 17
125 240 33
348 299 32
412 17 31
73 309 45
361 187 45
293 220 14
1 162 12
299 65 2
320 402 47
31 393 30
347 70 50
143 210 22
305 152 29
159 243 41
236 41 6
204 280 23
385 376 44
175 31 4
257 262 15
162 2 1
294 376 33
204 248 34
87 79 14
307 255 31
52 398 47
228 347 8
247 138 43
324 197 13
351 326 15
173 307 12
228 25 20
358 324 50
86 200 29
287 337 31
166 194 17
189 48 2
10 139 48
6 108 26
16 315 26
332 319 5
15 337 6
75 299 24
171 331 8
148 371 13
67 110 12
33 9 11
225 247 33
186 44 42
8 46 44
182 129 20
80 84 6
66 170 35
181 286 10
352 182 18
394 259 34
105 211 26
114 6 6
106 142 32
406 22 6
396 153 4
283 64 16
252 126 22
86 341 18
303 34 48
173 359 10
393 54 1
272 230 6
64 237 3
370 214 17
172 263 24
225 374 25
325 46 24
78 54 26
5 237 4
216 55 9
115 402 48
369 360 37
221 374 11
380 272 34
92 225 15
17 293 34
232 233 39
108 27 31
313 229 13
63 214 1
299 174 2
103 20 23
73 263 48
150 258 3
118 16 16
35 101 25
269 94 27
159 192 20
3 155 20
230 233 42
277 325 28
158 355 19
400 358 7
136 12 41
178 316 15
42 33 5
182 213 15
337 361 36
281 178 18
116 263 15
339 405 32
336 220 25
25 321 38
62 400 43
237 17 13
141 304 11
82 55 7
267 237 29
117 207 17
164 51 40
383 361 14
222 103 16
129 34 26
31 137 32
283 299 44
214 265 33
268 240 22
107 135 41
125 84 14
402 114 28
44 277 47
110 373 1
189 25 32
349 88 5
364 389 39
358 325 33
378 122 18
254 134 4
332 272 48
269 126 23
54 345 44
141 324 9
3 268 35
121 286 5
100 349 4
284 304 2
321 335 20
307 412 37
367 374 2
329 10 44
98 10 30
203 321 29
318 226 21
160 391 10
404 64 39
113 236 19
135 395 25
275 201 42
73 389 39
158 241 13
7 144 1
72 107 47
199 207 31
332 389 42
225 26 12
390 247 15
39 405 16
3 63 30
241 180 1
255 301 11
211 67 24
290 257 4
73 146 43
241 51 36
215 360 33
193 240 15
376 307 2
266 244 43
328 26 38
150 199 28
153 69 25
381 194 41
53 347 20
331 300 14
107 242 44
409 328 6
284 110 39
116 279 15
354 173 32
275 141 25
73 33 50
198 333 25
137 176 22
22 410 24
233 82 43
402 231 38
35 367 10
364 354 7
403 62 3
383 319 12
283 148 1
348 187 28
61 30 22
180 151 50
189 69 36
173 31 11
292 95 19
85 371 26
118 390 45
227 192 2
272 157 43
395 308 10
203 75 32
376 381 38
175 392 39
209 370 23
332 213 34
215 155 27
59 289 39
343 147 5
116 235 47
117 134 47
45 384 34
157 305 13
131 356 8
307 173 6
319 306 36
199 113 39
410 316 32
412 322 34
229 251 14
87 294 13
26 357 10
138 164 30
110 189 1
295 194 38
77 38 26
259 335 7
349 345 37
53 45 20
184 70 40
89 87 16
160 274 47
336 78 21
384 185 4
67 101 50
357 58 20
337 303 18
407 261 5
316 357 8
392 345 43
359 61 41
39 228 35
151 271 22
189 171 19
289 246 44
330 175 30
368 55 36
315 127 20
145 203 4
209 382 38
90 201 18
250 280 39
58 163 10
392 215 38
361 23 16
213 78 24
232 153 29
399 22 18
292 133 14
180 120 33
170 114 29
273 64 44
309 312 49
38 232 24
328 127 4
138 173 24
207 354 18
394 151 49
13 321 20
392 382 35
339 153 15
3 234 39
206 57 15
74 131 16
42 375 39
364 345 6
402 250 4
317 12 19
147 378 44
147 38 16
347 128 1
132 88 25
380 268 21
126 259 25
32 252 11
316 79 21
114 189 40
26 42 14
254 99 29
258 173 1
200 189 24
118 85 22
298 282 34
207 362 11
380 82 30
263 87 9
358 356 18
258 81 46
57 66 2
116 126 16
18 131 20
76 297 46
83 146 23
407 167 33
44 266 44
169 316 25
86 373 19
380 4 31
275 325 36
19 156 21
84 285 12
371 370 25
167 220 31
34 333 49
381 397 8
320 55 43
288 27 5
291 394 44
61 301 47
397 67 40
251 128 2
366 162 20
234 189 3
385 280 35
131 377 39
279 111 36
188 82 24
85 234 43
394 99 11
161 223 14
52 169 21
150 206 18
320 367 12
62 216 18
364 399 9
95 129 20
250 357 12
410 371 23
271 205 12
307 364 19
128 151 25
62 132 16
319 195 13
227 238 10
212 147 12
280 150 32
312 388 36
412 266 14
374 407 33
297 284 34
77 123 28
183 140 22
233 35 15
353 407 18
320 332 25
144 341 17
301 342 38
2 20 44
3 161 9
2 109 27
28 93 6
409 127 2
19 21 5
89 379 6
298 360 35
152 81 20
82 286 8
195 264 36
182 210 17
96 11 6
393 186 28
187 15 29
318 143 21
393 222 10
372 336 38
311 222 46
306 238 31
333 362 25
177 38 50
405 117 30
263 143 41
400 73 38
51 171 31
411 260 4
230 49 7
3 98 11
196 296 34
237 128 14
388 84 13
297 128 12
48 406 26
153 180 22
367 200 37
20 393 28
360 49 6
42 41 50
366 356 13
379 98 28
240 365 36
27 175 23
311 58 31
133 73 44
340 30 35
276 143 40
162 51 21
295 159 12
1 217 4
17 272 40
84 32 5
116 265 40
332 56 26
245 19 9
322 307 47
224 408 38
220 319 2
202 9 22
332 181 1
271 78 5
57 300 48
159 322 33
233 337 29
409 393 33
221 236 22
5 94 11
212 375 42
289 76 5
58 220 37
401 20 5
142 162 36
89 367 14
355 44 49
117 240 10
295 129 11
363 12 42
386 363 30
359 353 48
58 221 10
381 105 45
211 342 21
36 406 44
236 330 46
89 225 30
170 401 14
29 372 45
411 307 1
302 128 18
276 19 5
50 126 35
291 14 31
173 274 45
302 328 41
285 272 45
280 311 24
267 37 1
92 34 27
232 198 32
232 292 17
259 47 27
11 299 6
184 170 49
112 264 45
169 387 49
35 234 7
360 305 49
408 319 3
310 167 40
325 331 48
27 298 39
334 240 23
37 393 16
130 60 37
334 328 31
358 212 38
389 181 42
222 53 17
194 363 18
297 36 31
262 196 45
145 6 31
280 101 19
257 269 16
239 373 5
410 268 34
380 41 9
37 257 21
193 258 40
154 170 6
295 45 34
159 17 40
399 369 29
274 81 13
61 19 9
66 6 47
358 348 31
111 235 40
289 258 49
166 41 16
42 71 11
39 136 34
347 217 4
86 369 11
20 39 25
110 317 48
174 143 22
397 12 15
140 116 3
331 237 43
342 58 9
210 49 40
255 154 15
352 399 22
353 89 4
215 213 13
81 369 18
187 245 34
75 321 37
136 324 12
207 283 16
185 43 2
168 346 37
82 372 36
102 221 10
393 109 41
184 398 23
396 303 24
388 377 46
347 124 18
173 185 33
308 288 17
328 4 16
268 102 24
145 288 46
223 182 40
245 30 2
386 8 27
243 272 19
349 52 15
58 92 46
328 162 40
121 367 24
150 322 45
269 241 47
299 126 50
230 361 46
302 230 9
252 99 44
54 254 1
273 68 13
78 8 4
383 238 28
268 9 18
44 262 31
115 405 14
214 307 49
321 379 32
88 399 23
324 236 44
290 236 31
296 124 2
221 367 45
325 45 27
405 175 16
86 119 9
315 247 21
343 385 15
122 248 6
305 275 43
197 212 9
51 113 47
176 339 5
4 13 11
298 151 46
378 302 24
320 325 26
14 73 45
398 92 44
4 180 30
106 401 32
47 241 32
82 339 40
96 154 17
274 380 32
116 56 10
2 84 26
371 2 36
377 361 25
74 404 21
291 52 40
100 332 17
283 172 19
