338 55773
186 266 21
60 152 29
225 16 26
130 182 30
264 314 44
68 77 1
211 213 7
274 114 31
265 212 48
324 279 32
95 59 34
281 224 1
316 43 45
182 219 40
134 315 1
10 4 18
299 70 35
80 6 27
115 190 24
305 185 19
174 134 47
315 178 44
283 140 2
272 337 6
234 328 11
192 223 19
153 309 34
301 213 38
197 185 29
227 142 39
53 156 47
1 304 28
4 335 33
178 215 2
155 84 8
144 105 49
134 263 16
99 262 31
98 131 2
133 22 36
169 187 3
228 118 40
98 155 33
114 235 29
162 323 48
9 251 14
216 6 4
247 263 49
260 99 9
82 172 38
110 182 12
185 169 4
167 256 30
338 224 12
63 17 50
310 44 48
88 298 19
156 38 18
62 29 4
235 305 22
281 91 47
286 66 5
102 193 29
107 276 23
276 225 21
226 78 22
194 123 3
216 154 14
243 50 31
157 70 5
287 15 47
148 195 10
200 164 33
310 150 50
138 6 27
108 158 21
300 112 43
69 335 37
243 64 40
207 240 19
327 55 42
268 32 39
183 277 45
48 13 41
274 74 18
47 48 9
166 93 42
232 309 36
242 115 43
268 18 8
253 10 29
204 239 50
318 137 47
92 29 44
309 199 27
157 102 34
13 37 19
211 88 19
160 309 48
129 322 6
244 138 30
53 56 25
12 281 32
4 211 20
154 38 44
2 74 22
317 19 1
153 231 50
50 112 27
117 177 26
82 63 19
140 259 38
94 27 8
149 59 28
111 277 33
288 284 33
73 217 25
248 81 30
20 320 1
91 308 18
153 298 41
115 144 46
326 49 32
194 40 30
118 13 14
263 333 44
146 7 44
336 46 29
92 231 33
99 336 17
217 296 18
198 282 26
126 248 1
142 38 15
93 302 34
192 154 14
32 21 32
121 281 33
149 76 37
272 246 37
183 172 48
210 263 29
229 253 11
45 133 39
134 318 42
262 285 41
270 155 30
252 61 37
18 23 36
76 17 24
189 80 5
257 227 48
297 265 49
68 314 42
163 3 7
150 318 39
231 53 17
29 181 10
9 228 18
54 204 23
296 292 11
314 16 24
289 124 43
216 235 47
192 147 40
18 246 44
23 297 23
102 232 21
316 250 15
81 224 42
214 152 34
144 149 50
58 179 6
45 233 8
269 145 34
21 90 40
181 85 40
190 275 2
181 264 49
172 35 33
71 199 3
132 244 14
64 29 13
282 193 19
228 28 33
175 24 42
232 87 4
146 254 39
149 338 11
41 311 30
133 148 42
307 246 9
233 189 1
261 278 7
336 227 5
274 163 5
138 56 43
271 186 25
89 265 30
207 170 48
86 77 23
114 304 41
117 222 22
54 77 28
87 331 30
186 66 11
63 86 49
36 46 34
283 166 32
59 51 21
65 296 29
239 183 32
232 103 14
53 298 27
246 1 28
166 194 34
92 68 14
104 222 48
93 326 35
295 56 7
7 47 5
81 114 43
258 32 5
80 135 45
76 254 36
198 48 31
249 111 22
72 175 50
49 238 49
124 222 1
187 124 47
101 155 14
169 321 9
210 117 35
226 1 34
133 259 32
6 279 29
236 322 44
295 101 5
128 230 7
40 269 37
178 283 12
20 306 1
330 218 33
16 178 15
79 129 40
86 14 2
21 156 11
180 249 41
118 61 37
133 105 12
12 252 24
118 154 25
18 98 20
124 261 10
230 181 50
298 37 25
45 122 37
139 314 9
265 42 17
226 64 13
122 44 30
324 146 43
115 216 47
31 286 34
196 74 24
255 28 12
139 99 16
157 178 4
139 163 19
114 143 49
170 87 28
251 307 4
134 12 45
96 199 31
80 327 50
130 217 12
63 171 49
161 274 37
221 164 26
164 109 9
63 195 17
319 238 27
281 146 42
271 219 47
311 303 44
183 130 7
31 136 15
151 130 23
137 84 22
188 64 13
183 154 36
13 305 25
26 135 49
126 28 18
289 68 39
177 84 12
104 5 28
158 112 8
235 202 19
7 11 6
291 317 12
201 316 32
143 295 28
64 67 39
207 36 39
107 194 27
247 140 17
94 210 10
47 282 44
93 92 10
142 39 50
258 315 1
171 41 19
177 324 44
322 197 31
124 43 36
116 211 7
206 208 23
284 63 38
120 275 11
264 204 44
29 58 25
181 275 22
84 30 33
199 248 10
3 121 29
286 279 30
327 43 5
182 287 11
65 222 34
78 229 7
2 196 35
3 141 36
72 96 12
333 172 21
206 265 31
67 82 37
129 123 20
89 37 25
81 220 45
320 39 7
269 337 9
283 208 20
37 110 20
192 283 1
90 216 23
48 257 35
278 83 26
177 179 42
89 69 15
329 26 4
37 196 14
193 233 48
72 70 48
329 119 36
136 143 6
112 102 11
147 273 28
269 128 4
248 164 31
130 166 23
1 178 37
12 116 7
337 247 41
299 136 31
332 39 16
304 271 49
154 109 38
22 288 30
238 131 12
261 190 26
55 110 15
329 172 32
