78 37827
22 74 32
45 58 4
42 41 35
27 17 37
11 20 30
53 5 50
32 23 18
12 77 30
42 58 46
38 50 36
2 54 19
72 17 30
38 12 2
51 11 33
35 14 11
58 35 43
31 57 50
31 27 35
76 37 43
6 29 45
10 72 29
57 56 3
77 12 34
28 30 39
20 71 8
9 69 45
59 74 48
67 78 47
73 21 14
46 24 28
43 33 6
21 53 32
46 67 38
63 9 33
62 24 25
5 26 43
57 67 2
58 31 6
44 41 18
40 29 32
44 73 39
10 40 31
27 6 21
12 30 45
18 20 11
42 24 46
6 65 2
21 44 30
30 5 12
18 40 14
71 37 1
23 12 4
26 7 7
65 53 25
61 27 26
68 58 29
17 22 4
45 78 49
39 4 27
40 30 32
15 55 45
32 61 21
40 31 5
14 24 34
51 73 24
1 19 1
62 5 43
52 10 26
30 15 20
20 9 31
58 64 33
59 68 29
2 12 29
6 2 48
44 52 37
77 1 38
2 28 12
69 8 45
65 14 18
38 67 9
26 27 43
14 67 32
24 69 50
22 25 22
38 60 37
9 76 30
5 11 12
40 19 13
46 6 36
53 68 26
48 74 14
26 65 44
19 11 17
11 45 28
20 9 41
51 15 5
59 3 44
47 52 11
14 54 5
30 31 35
49 76 39
75 74 13
3 23 44
14 21 8
48 46 40
17 61 28
18 57 16
35 78 42
56 19 18
76 65 36
32 70 16
74 40 18
59 74 40
44 47 38
42 32 35
61 7 46
73 21 31
62 3 23
60 6 22
66 6 47
53 69 24
51 38 27
66 40 47
41 63 3
75 62 25
34 46 28
64 43 11
72 32 12
56 77 2
60 40 18
22 43 12
75 39 9
36 44 12
59 71 22
18 34 13
36 52 25
72 27 37
65 44 23
5 1 44
17 47 18
51 48 32
27 14 19
37 71 25
12 59 48
74 30 47
31 55 13
42 57 8
46 72 40
29 34 42
24 1 34
31 33 19
2 9 34
40 61 6
48 1 21
12 17 31
18 3 5
66 1 35
17 61 1
21 47 16
37 29 38
22 8 28
71 43 33
53 35 32
5 68 47
39 19 43
74 42 45
14 23 32
17 38 48
19 47 41
63 9 3
38 46 10
35 16 10
15 9 9
71 51 18
28 42 41
36 65 6
1 49 21
35 26 23
18 7 32
6 20 1
19 28 37
64 65 19
63 16 25
9 48 3
54 19 17
68 12 20
47 12 22
76 40 43
55 53 45
67 51 14
75 30 27
28 35 18
6 32 23
50 23 47
72 55 20
42 19 7
33 10 5
67 60 22
50 76 16
41 12 42
32 71 29
45 15 1
50 11 15
53 4 20
75 27 18
47 62 49
27 44 13
31 59 9
17 66 46
18 33 34
6 9 11
14 21 42
66 10 13
70 9 38
54 50 17
6 17 20
78 4 9
62 40 28
51 52 18
61 16 47
52 38 45
3 10 1
11 38 40
12 72 38
17 15 4
22 12 3
57 32 12
58 9 23
56 58 4
64 74 8
66 50 31
20 11 30
55 73 11
50 33 24
22 7 41
74 23 37
28 45 45
36 39 38
11 38 47
65 1 31
59 41 23
54 24 48
30 29 49
3 19 4
46 4 38
22 63 43
76 8 1
33 16 21
58 35 26
15 30 24
78 55 22
25 60 16
47 11 14
45 35 36
48 49 25
39 40 27
3 64 46
26 63 17
65 71 4
62 56 10
30 28 25
32 68 16
20 1 29
75 71 11
50 58 23
14 72 15
40 30 24
55 25 25
56 16 1
48 39 3
1 8 18
60 56 10
44 39 12
42 70 11
18 44 13
31 60 13
40 7 20
4 47 12
15 31 36
56 34 1
1 42 50
3 51 10
17 47 44
9 1 25
18 29 26
23 53 32
28 10 9
68 57 17
19 14 32
73 58 39
36 61 44
61 66 47
60 69 15
76 19 50
21 72 31
50 38 14
54 1 28
34 17 49
36 19 31
28 29 33
27 35 47
5 77 33
25 33 20
66 54 21
32 56 22
20 24 20
44 54 24
70 18 49
48 9 21
31 59 32
69 52 39
71 70 37
7 35 6
17 44 48
66 49 21
38 74 26
49 75 1
42 75 14
19 14 10
8 44 8
53 68 1
16 42 43
18 1 11
58 12 34
63 71 42
40 66 28
76 63 5
44 67 48
57 77 48
7 46 6
76 40 35
6 7 35
33 70 24
73 25 36
44 33 44
57 74 15
3 27 21
19 10 17
21 71 6
50 44 17
56 46 18
43 75 36
25 55 16
34 28 45
52 56 47
61 5 37
17 49 47
30 65 13
66 61 15
22 52 3
25 21 45
67 46 11
16 48 26
78 69 35
65 54 21
51 48 33
68 37 50
41 32 6
65 73 10
17 20 49
1 5 44
32 6 17
64 28 30
57 11 22
57 60 35
3 46 49
16 4 28
30 55 18
60 21 34
58 21 5
74 43 7
17 33 26
22 49 17
42 5 27
16 70 12
15 69 18
22 53 16
33 56 32
78 28 40
35 50 28
43 41 4
67 6 13
44 45 13
71 30 43
