786 9976
213 295 6
749 712 34
151 197 36
22 338 16
327 602 50
282 101 34
656 679 40
299 15 49
159 460 16
409 258 29
258 80 10
427 493 37
667 372 47
484 379 46
457 70 42
564 774 4
328 541 41
743 178 12
435 678 36
176 194 20
147 414 1
624 739 46
163 374 11
31 114 38
729 97 8
303 450 36
419 80 15
135 495 17
408 49 19
257 55 49
34 470 11
412 251 22
486 551 39
436 483 6
191 726 14
81 115 44
342 755 49
328 558 19
363 377 25
360 598 45
703 99 6
317 187 48
452 606 11
195 113 44
355 364 23
113 140 19
263 731 30
330 539 24
135 768 18
216 331 4
264 259 47
5 746 16
678 43 2
620 24 19
422 462 12
306 693 20
738 400 31
324 764 35
594 551 38
495 434 4
186 732 28
210 469 3
155 237 9
480 526 44
162 41 47
250 324 37
639 587 8
694 503 49
449 494 31
228 71 7
177 309 24
185 82 27
1 203 47
462 19 34
73 413 49
514 527 6
516 429 18
627 571 6
401 515 43
527 7 40
568 182 23
65 16 1
645 744 2
180 477 13
304 28 28
556 663 33
698 182 2
429 775 25
49 516 17
679 31 23
745 128 40
475 467 45
323 762 41
770 504 11
415 220 14
79 214 2
503 732 11
262 443 7
725 564 18
222 470 46
277 470 20
369 132 12
358 545 36
543 557 31
622 563 22
458 261 10
122 350 19
415 281 32
439 463 2
643 347 6
137 428 16
185 454 14
467 147 48
333 98 38
161 530 33
435 462 1
34 552 12
675 478 47
313 621 1
312 754 17
313 505 23
679 296 23
546 443 39
491 661 9
179 470 46
506 209 2
333 625 32
772 247 38
54 295 48
643 505 1
67 369 20
496 307 22
67 97 29
185 481 40
98 505 34
324 362 48
69 286 18
727 608 7
563 621 30
285 136 49
693 588 44
407 777 34
433 220 33
337 280 38
676 505 4
695 519 28
675 688 33
538 635 11
63 175 34
201 20 22
499 706 30
688 223 25
701 61 18
644 394 35
509 671 32
419 483 28
257 280 47
551 393 24
738 491 37
194 303 29
380 703 3
373 409 16
739 402 2
595 415 2
653 500 9
549 715 48
269 183 27
650 732 12
78 113 40
695 492 32
605 755 6
584 287 37
629 71 22
32 364 40
677 392 6
693 72 29
743 695 34
572 25 34
37 361 13
71 682 23
450 104 9
652 625 44
373 209 21
228 655 21
444 380 28
480 494 17
227 126 21
775 205 40
562 127 2
19 157 37
471 278 31
728 44 32
272 3 14
306 120 22
89 439 37
389 198 4
537 38 21
755 61 11
687 696 16
68 482 17
125 631 36
714 129 41
737 4 42
551 85 47
374 611 42
371 506 3
237 479 23
55 525 16
290 578 16
116 662 41
639 382 5
143 197 19
429 307 20
518 76 47
603 557 32
42 17 9
105 6 12
130 127 32
278 94 13
447 593 36
56 43 22
572 478 9
521 503 40
93 345 18
148 606 46
595 483 46
120 204 45
254 351 41
315 543 3
709 126 40
132 390 13
583 206 21
160 22 42
214 156 45
397 291 13
509 658 27
690 143 13
488 27 22
172 478 21
409 448 2
720 86 50
184 161 3
630 114 42
633 18 17
104 614 8
431 208 27
457 545 4
136 548 5
237 253 48
762 546 19
307 663 25
148 692 30
466 750 42
449 441 25
386 174 46
692 444 2
167 11 40
554 641 42
555 113 45
726 266 21
324 770 11
319 494 22
503 6 22
635 441 22
324 486 47
543 299 5
220 664 28
104 180 26
125 446 38
199 434 20
720 44 17
473 344 35
76 550 20
57 41 9
360 769 39
405 308 9
675 713 43
319 544 49
604 717 33
332 696 19
371 557 45
323 513 15
307 624 25
435 393 50
219 213 18
44 392 37
364 111 15
440 711 17
338 359 41
15 144 12
721 725 33
313 344 36
478 204 39
102 199 25
600 697 19
575 352 48
332 517 2
480 773 6
84 347 47
424 44 28
245 304 8
643 615 47
259 722 26
717 658 36
151 273 24
520 222 13
624 757 38
206 409 47
701 537 1
597 222 43
69 533 42
93 577 3
127 711 48
292 363 20
460 440 28
531 382 13
134 104 8
501 379 46
436 44 38
370 242 30
720 293 13
575 757 24
561 366 18
273 735 26
605 777 34
493 634 41
444 519 25
551 698 34
347 166 13
128 480 45
773 757 41
335 500 26
289 401 10
242 307 40
704 351 8
76 341 33
135 326 49
655 349 46
177 454 12
423 517 11
455 233 20
280 190 6
322 165 33
464 179 31
335 432 38
763 68 16
82 371 44
417 305 48
512 221 22
357 353 8
288 15 47
503 781 28
225 546 44
63 270 25
518 59 38
92 321 43
590 366 21
660 695 42
125 752 2
276 469 20
135 584 9
499 400 7
261 731 14
630 40 12
316 10 30
678 361 5
412 339 18
313 369 43
582 207 25
198 41 5
359 418 16
697 155 32
419 146 33
407 370 32
621 150 32
481 537 25
83 542 4
755 385 26
73 237 48
69 107 36
755 402 13
487 188 6
720 630 1
480 23 42
403 700 11
781 67 50
37 643 38
37 103 32
743 709 34
747 717 13
701 601 25
621 336 6
286 293 43
375 738 6
497 74 12
63 625 2
397 21 14
212 477 44
552 502 45
69 333 27
483 595 33
521 637 33
138 592 14
586 693 45
52 347 50
301 314 7
221 655 3
584 211 39
421 175 27
687 603 35
366 769 13
678 608 40
657 53 27
413 368 3
20 387 35
110 16 1
523 572 22
372 713 16
279 660 6
377 11 1
150 512 37
565 91 25
473 193 8
443 327 23
325 518 21
569 219 4
269 123 35
738 276 2
652 702 16
559 725 28
437 251 49
353 474 18
619 219 28
458 240 7
166 336 29
340 376 25
428 608 30
248 126 14
187 645 50
588 16 25
175 29 39
151 215 22
743 709 47
720 562 15
91 404 18
474 197 24
406 58 37
260 61 19
304 77 21
541 653 24
169 163 31
240 24 48
43 117 31
195 89 3
611 54 23
700 694 37
640 194 15
644 553 24
556 363 26
336 315 9
617 736 9
404 387 39
584 548 20
647 661 27
197 569 37
307 430 20
211 396 11
175 636 42
164 368 44
618 516 26
745 462 40
640 133 9
459 117 2
457 776 33
309 320 27
375 575 1
234 188 47
726 495 8
42 675 31
479 633 50
366 127 46
242 666 19
369 468 16
340 768 34
367 241 38
705 246 28
309 537 12
576 37 41
298 656 44
640 519 2
159 425 28
206 667 12
373 418 33
225 618 23
665 748 21
577 365 41
611 28 25
626 315 38
715 57 22
655 564 24
315 673 8
77 534 10
518 760 28
653 456 15
461 239 28
439 12 25
431 255 25
669 472 4
600 599 33
380 443 42
315 133 28
150 507 10
237 372 41
761 229 17
686 380 47
323 588 3
5 74 39
278 454 40
684 404 38
199 322 22
762 121 37
749 432 21
502 259 3
576 326 45
75 616 21
73 118 33
192 530 23
517 131 36
80 400 46
318 428 18
182 656 20
147 638 33
341 771 22
90 764 38
337 215 23
658 679 27
662 491 2
307 575 43
420 329 49
19 464 25
616 472 44
258 193 9
508 543 26
508 452 5
684 3 27
269 57 46
390 385 17
652 467 29
506 206 33
384 436 36
398 684 1
156 542 13
290 765 46
62 639 25
257 27 33
78 577 25
647 515 7
665 644 12
723 669 39
404 246 36
360 283 41
741 66 50
314 204 24
122 773 21
531 662 44
523 583 17
606 685 26
214 676 49
708 711 26
525 55 32
271 26 27
136 65 14
21 206 30
587 104 38
566 368 15
383 349 44
362 555 9
175 291 41
748 615 32
687 266 4
245 344 18
666 763 40
219 486 23
238 581 46
119 90 23
204 569 22
323 265 18
460 371 1
347 26 41
23 544 36
376 112 32
546 225 43
405 293 2
204 358 50
635 606 41
662 159 26
687 57 43
176 766 29
538 233 12
436 585 11
336 699 2
642 477 26
84 630 33
772 521 7
61 568 35
166 394 19
200 421 27
66 83 29
347 224 16
382 161 12
689 327 6
171 50 20
361 166 3
515 391 27
79 473 45
607 522 39
155 422 39
778 420 34
198 200 14
332 177 1
565 291 42
175 443 27
765 505 16
295 432 42
727 487 48
270 216 29
208 119 24
638 618 31
442 670 34
537 732 5
58 691 12
163 227 26
113 410 49
409 642 8
740 615 49
69 312 5
16 495 23
62 222 40
286 740 10
478 480 46
628 510 6
42 641 44
247 773 37
397 623 48
703 409 23
122 546 47
535 137 30
387 620 46
236 733 5
726 301 36
354 214 23
208 720 20
311 236 44
76 48 23
326 192 28
699 525 15
423 724 32
780 434 32
166 112 29
446 487 17
603 156 45
666 584 15
714 776 32
483 53 12
522 43 14
591 565 41
323 177 15
21 273 30
247 10 33
15 697 9
206 427 45
727 23 43
729 154 18
123 404 25
358 273 13
91 341 28
195 534 12
557 202 46
49 378 38
614 193 28
50 473 22
442 216 31
340 228 25
452 703 2
489 470 22
95 260 37
756 591 16
674 423 20
600 15 10
182 466 16
71 553 25
476 8 14
360 36 33
467 498 12
750 232 45
467 763 35
414 341 41
588 155 11
17 377 38
629 323 46
152 98 34
452 644 14
772 160 47
674 677 14
678 367 1
76 14 33
29 276 33
40 67 38
587 363 47
245 767 10
156 748 16
726 175 48
327 237 24
735 597 6
451 543 40
160 207 27
624 765 6
261 275 29
36 2 16
703 509 26
770 12 5
388 774 40
280 243 21
48 258 29
640 489 1
156 194 20
437 477 46
634 511 6
144 178 22
298 344 3
683 526 28
237 629 39
598 713 32
415 65 7
437 481 44
764 252 2
480 451 3
211 130 19
254 778 41
279 454 5
375 276 45
258 191 27
209 368 46
695 426 26
119 47 1
717 452 4
239 197 27
652 214 1
92 284 35
311 270 27
313 168 15
35 448 18
566 589 9
175 384 27
442 252 38
291 735 36
345 218 27
6 713 11
269 402 33
703 662 30
758 786 41
317 16 37
255 718 43
743 137 6
743 423 37
486 376 5
491 774 32
125 313 4
355 196 44
743 443 36
201 116 24
212 591 36
340 664 22
692 351 47
738 381 13
306 689 47
312 212 19
731 509 20
487 377 47
719 280 24
552 74 27
346 206 35
532 78 41
620 218 17
76 108 10
383 141 42
240 383 40
230 442 38
209 359 43
69 50 5
53 212 1
325 194 24
342 725 13
42 198 26
465 773 21
234 330 34
246 412 23
579 514 44
506 745 20
67 95 32
63 35 6
242 539 45
325 587 42
242 545 47
472 52 25
674 107 39
91 358 11
99 749 31
102 705 44
30 779 36
589 351 37
574 635 45
781 50 44
208 416 5
160 8 34
741 253 25
681 695 19
633 250 50
370 298 43
507 46 26
314 654 46
492 153 3
646 539 20
785 352 1
35 531 14
536 111 50
290 152 42
405 59 26
226 571 33
340 530 48
4 253 40
500 387 25
718 382 50
644 125 27
77 117 6
553 50 23
673 74 24
419 160 28
247 387 49
417 11 25
428 514 33
479 179 11
69 784 31
298 560 50
103 183 28
246 174 32
651 380 47
120 389 18
463 611 30
733 755 9
242 211 41
167 642 18
483 465 9
111 655 21
350 365 15
228 93 23
711 122 19
602 468 15
735 272 27
91 37 18
387 341 14
256 163 1
618 207 20
254 24 46
760 392 37
223 224 28
165 138 8
11 434 34
599 740 20
529 34 40
128 550 46
255 614 44
479 533 12
687 492 14
633 99 39
661 594 40
706 545 18
491 49 50
313 260 33
81 374 36
46 273 42
228 352 4
22 605 30
589 264 15
282 769 41
163 145 29
431 123 24
315 209 14
380 34 26
710 350 4
689 625 18
273 215 43
648 70 3
175 206 15
363 73 3
527 596 25
753 654 44
286 752 30
202 621 37
19 173 9
575 174 36
611 769 36
445 412 3
409 1 43
714 343 6
251 665 22
148 767 38
646 140 29
218 439 50
595 700 18
146 188 45
784 507 39
33 592 39
409 352 11
724 167 43
49 519 28
412 7 17
37 5 8
687 259 24
207 747 15
123 553 47
368 148 3
777 455 11
711 546 28
341 187 10
236 297 5
554 342 35
94 154 42
718 189 5
392 185 47
724 430 3
119 330 42
135 327 15
178 184 34
653 675 49
258 9 14
134 148 26
337 641 15
253 491 49
186 764 5
530 203 24
632 745 41
193 682 43
212 615 1
201 425 37
3 287 45
381 209 43
616 426 22
580 45 6
60 272 30
653 536 7
464 722 50
247 760 40
225 374 13
621 203 16
152 197 2
288 479 36
584 56 30
704 588 19
628 500 46
685 618 22
265 151 43
321 487 28
464 362 16
335 124 41
747 721 37
219 86 37
735 562 12
474 562 41
474 154 49
592 427 7
107 206 26
703 51 14
403 159 28
347 129 6
218 116 21
176 536 6
374 219 36
451 91 22
526 115 45
173 96 26
577 653 22
139 202 44
348 78 16
263 33 35
267 474 39
587 469 24
153 190 20
601 559 30
741 521 31
131 126 23
468 14 16
284 759 39
758 470 27
629 1 1
601 782 10
509 310 7
657 149 16
565 745 44
587 666 24
770 140 37
317 719 9
327 683 49
518 347 35
38 577 26
449 90 5
573 542 11
485 350 37
626 619 3
686 783 34
200 733 7
265 229 40
487 511 3
543 196 40
273 343 26
121 237 10
561 7 7
363 632 10
341 91 37
564 549 27
500 528 19
565 514 30
273 20 41
280 503 44
782 680 23
589 458 33
649 191 17
615 659 25
769 563 38
690 678 13
243 307 24
507 366 22
716 145 29
157 586 38
761 498 23
252 111 36
343 265 28
341 612 31
169 175 14
146 180 26
69 213 50
527 364 3
484 762 9
335 346 38
118 597 7
207 513 2
644 119 10
715 574 28
26 378 14
164 638 36
278 373 20
440 171 4
245 523 7
103 706 11
183 114 32
215 12 44
364 189 19
62 678 23
314 87 5
686 536 8
516 340 1
209 612 7
699 665 32
200 343 36
458 52 18
579 259 49
458 205 21
456 730 37
580 398 48
360 152 39
55 487 34
146 757 4
248 290 39
55 437 21
400 21 37
664 527 2
419 70 46
280 447 22
25 781 27
14 573 33
73 744 15
597 4 24
644 496 4
286 624 10
555 604 47
613 502 47
666 327 30
515 709 43
758 327 28
553 675 46
125 329 45
414 660 47
636 620 28
755 659 6
663 474 43
21 128 47
54 121 29
278 392 20
761 283 26
120 741 20
599 643 43
502 231 8
306 735 28
13 365 28
618 219 25
386 302 19
564 156 33
342 667 37
342 550 13
751 490 34
606 193 43
307 376 18
635 720 7
106 431 42
168 328 50
398 38 40
62 573 39
266 692 5
468 779 48
681 752 35
585 725 48
2 83 22
674 395 50
171 509 39
179 176 2
272 258 37
588 354 44
101 775 14
468 29 41
124 346 25
485 458 19
370 576 6
168 486 4
571 263 2
705 748 11
560 167 36
529 499 35
507 757 38
783 204 7
239 115 28
444 619 10
568 781 18
350 703 29
92 500 3
419 639 19
294 771 10
350 674 49
652 723 21
447 54 43
548 152 18
92 71 46
217 125 30
367 60 5
303 44 26
237 365 16
634 134 26
392 239 1
581 763 15
347 417 35
416 97 26
595 350 37
339 231 41
595 702 45
134 455 19
90 608 4
461 324 12
30 655 20
260 773 45
760 257 31
744 75 43
558 697 34
215 529 28
129 700 44
491 448 18
17 760 3
562 380 27
673 9 43
449 219 9
149 435 47
515 147 29
598 302 43
19 57 1
51 27 7
412 566 33
21 65 38
44 366 11
223 707 11
702 357 21
659 750 11
438 294 4
239 181 31
185 205 20
77 84 27
347 467 20
758 463 14
266 361 35
133 365 36
649 233 4
276 162 19
238 47 42
454 501 11
738 385 41
189 376 29
783 739 32
175 48 27
367 67 45
420 508 10
352 300 18
732 304 41
166 664 4
259 778 46
549 324 11
784 522 10
169 176 30
544 306 33
238 678 28
173 23 50
236 358 14
594 329 13
699 100 27
643 202 8
206 433 42
311 537 19
710 139 10
696 737 12
382 725 14
110 690 8
720 533 22
367 190 37
214 308 45
496 18 36
278 282 34
129 742 37
274 25 46
562 728 42
3 633 22
329 736 41
304 582 46
610 20 16
385 41 6
68 512 19
115 34 21
623 5 14
236 303 3
395 298 16
53 312 39
728 656 30
292 317 15
80 664 49
435 508 35
392 644 25
354 50 3
158 17 35
666 595 26
348 544 42
635 522 24
372 75 2
214 160 43
125 249 40
35 552 10
451 119 9
760 115 2
287 282 35
686 663 34
666 500 22
