322 24453
12 176 22
242 154 10
12 141 27
163 157 25
158 22 4
199 271 19
216 149 27
111 179 26
160 52 31
30 313 45
57 87 18
233 86 28
290 21 1
231 302 30
36 199 8
147 90 24
274 116 1
98 45 17
121 318 39
190 97 10
237 100 25
124 127 27
8 175 9
227 200 23
18 294 46
132 168 12
36 99 48
233 121 49
270 18 11
86 21 44
91 304 24
154 258 8
163 158 20
35 46 34
34 120 50
258 318 28
238 246 9
182 155 44
97 183 29
284 161 46
280 274 23
132 225 6
313 191 14
142 85 9
107 275 39
24 186 8
224 294 12
68 281 49
92 102 3
50 103 18
232 154 11
19 308 3
300 105 30
117 148 14
226 230 37
51 65 21
257 150 49
171 49 14
97 243 41
132 120 4
76 181 45
23 294 16
270 15 24
277 22 18
64 151 37
284 120 14
21 167 22
244 167 19
15 321 6
245 319 47
187 75 38
52 130 12
53 150 13
153 310 13
196 175 4
20 177 1
125 262 46
317 209 33
301 116 42
236 108 4
67 72 31
139 132 9
194 91 6
105 92 3
149 174 24
243 47 36
123 200 37
16 52 27
233 15 7
72 199 24
183 6 15
212 99 49
128 10 18
307 74 47
13 27 29
99 286 24
80 105 23
320 183 20
288 255 36
159 50 7
85 164 3
313 28 28
249 39 28
108 142 2
126 32 11
104 17 25
227 295 26
259 38 16
17 66 15
241 11 31
222 278 15
99 155 13
269 31 16
166 43 32
177 2 42
300 304 18
310 87 24
206 39 8
37 305 12
57 61 20
280 105 32
36 174 21
230 300 50
41 309 48
27 137 42
119 203 29
24 106 22
70 144 23
302 118 36
219 26 36
94 294 50
279 109 14
168 109 2
129 47 10
213 294 9
189 24 49
10 197 30
279 317 23
158 290 45
132 146 45
32 214 39
315 226 31
214 93 10
283 9 11
279 27 50
260 289 9
264 257 39
257 59 35
303 58 11
258 318 29
277 7 41
279 106 49
20 80 35
30 316 13
168 158 15
301 31 44
128 119 16
303 213 19
256 213 46
300 146 39
33 89 12
310 127 26
46 110 25
186 205 17
262 49 9
206 190 16
189 105 11
131 1 38
247 264 8
4 96 22
165 134 46
250 295 15
17 142 2
297 276 41
130 216 12
85 51 50
42 182 14
4 102 48
25 279 35
201 213 36
214 277 45
67 131 46
27 301 46
63 241 3
84 276 29
209 309 14
203 144 22
321 109 8
168 119 44
240 95 32
6 233 22
205 8 34
287 284 37
205 123 11
9 301 1
54 317 44
271 117 20
70 214 21
117 34 9
273 21 13
138 145 44
40 37 29
81 62 17
284 53 50
169 155 2
239 261 35
295 286 50
102 314 27
290 232 2
160 309 30
191 92 32
163 265 1
12 302 23
112 241 4
311 298 13
249 171 20
168 80 10
