468 8643
61 429 7
2 149 13
110 320 9
99 39 11
303 116 46
289 52 38
382 90 46
125 420 47
360 289 24
435 419 7
426 40 19
413 374 26
126 7 8
379 372 29
18 406 8
239 106 32
285 86 26
429 50 48
320 400 1
68 202 5
222 413 29
461 373 22
331 465 10
32 274 27
128 202 46
84 124 50
139 144 14
154 150 43
129 412 1
105 264 31
267 150 14
263 37 9
30 198 44
51 1 40
123 161 17
419 111 48
405 139 18
244 87 37
338 153 3
333 429 27
310 276 5
264 195 43
431 449 16
340 264 31
306 394 6
46 1 1
142 286 23
276 146 23
135 86 12
331 289 17
100 387 19
317 281 4
65 71 50
437 314 24
251 365 32
443 138 3
142 427 26
390 134 15
31 456 50
104 195 6
354 9 31
110 348 26
105 122 42
191 388 29
288 325 12
262 269 15
74 297 37
118 353 37
373 420 18
258 5 22
198 153 19
14 424 7
272 372 47
144 150 38
247 282 48
292 354 4
420 130 42
73 288 42
295 65 19
118 172 9
199 209 38
130 263 26
277 116 20
184 382 20
246 272 17
70 362 8
369 87 42
190 32 1
70 250 10
255 330 28
88 32 24
184 23 32
404 251 25
334 80 32
228 417 31
27 90 46
334 78 27
6 372 49
442 209 12
439 242 47
174 448 48
15 383 7
244 34 31
352 447 9
417 19 38
281 56 8
170 208 24
293 133 34
280 162 3
384 151 44
348 117 35
147 258 42
396 165 38
14 149 21
15 73 3
465 71 20
61 219 35
378 115 30
159 261 15
91 319 39
428 187 2
160 169 50
252 435 49
205 193 10
66 42 3
443 196 33
249 272 39
275 443 2
5 18 13
449 293 12
207 279 26
331 290 37
55 16 34
352 266 41
430 420 18
183 417 10
305 388 29
157 168 14
157 55 12
49 464 25
52 442 43
437 258 22
272 53 32
93 19 32
92 246 43
126 192 19
70 192 16
128 98 49
298 96 37
134 335 13
49 241 39
159 199 1
215 219 17
362 296 1
361 40 2
277 12 22
441 372 8
215 263 13
246 215 49
159 130 23
122 345 30
5 423 40
154 277 12
359 142 17
263 424 30
209 264 16
42 262 4
303 417 21
119 95 25
417 6 5
83 46 32
387 311 37
303 370 27
22 370 3
310 12 22
264 260 41
131 342 36
4 343 19
40 225 19
331 124 40
448 413 4
98 251 34
20 81 41
92 22 41
231 96 42
284 459 16
110 204 38
75 65 1
39 94 7
157 274 30
137 441 33
16 142 21
139 35 42
145 84 28
97 337 27
116 182 21
409 168 46
232 261 50
384 409 44
389 336 29
383 39 49
201 383 4
240 125 21
385 70 30
210 31 16
359 460 39
372 266 13
366 250 29
67 271 7
369 450 8
441 262 50
407 350 1
298 249 34
76 163 29
261 13 11
141 227 43
151 121 33
197 35 42
444 258 19
36 41 20
292 53 45
261 162 15
366 107 23
200 447 36
324 169 19
77 74 23
113 122 21
247 382 49
245 176 9
89 259 44
241 274 42
158 187 26
279 133 39
448 132 22
2 61 44
20 207 11
68 441 8
104 244 17
216 214 42
343 54 11
278 173 43
28 159 1
262 55 50
444 4 26
261 242 11
189 226 16
278 151 31
296 187 3
413 137 48
75 312 27
131 155 15
5 194 23
339 351 42
388 427 10
138 390 33
264 205 23
31 104 39
395 446 42
411 179 24
390 451 28
25 191 1
107 439 44
169 459 37
26 389 44
341 436 47
184 47 44
29 108 24
135 75 44
430 417 29
229 401 6
6 202 28
302 191 44
349 342 24
318 85 29
239 328 45
368 338 42
373 415 18
410 42 42
141 261 40
383 358 28
4 24 44
110 245 16
133 425 44
135 82 39
122 99 42
447 201 40
2 226 24
121 73 26
444 45 42
104 153 46
384 292 10
331 322 10
179 52 45
38 468 29
252 292 39
298 205 47
446 175 7
91 283 36
11 193 46
41 361 10
11 442 25
123 4 13
252 238 38
152 251 30
296 173 17
353 16 37
150 197 31
131 439 19
240 58 49
25 365 47
410 175 36
407 84 30
340 406 27
216 25 36
4 189 39
366 378 45
126 418 5
379 83 29
38 310 16
50 259 22
460 61 41
221 348 28
10 312 45
175 59 38
307 432 13
389 393 23
197 366 46
423 274 44
104 135 47
322 27 23
37 148 8
467 62 4
306 38 16
194 334 20
45 12 15
152 29 42
194 48 30
178 107 22
151 381 18
117 71 45
413 434 22
165 238 31
238 266 2
392 68 37
110 422 23
102 48 17
465 113 45
86 251 3
360 8 36
121 237 28
387 286 29
126 96 22
28 423 50
333 345 14
125 455 5
296 112 50
232 19 4
254 27 36
106 124 42
234 453 1
81 142 3
96 212 29
29 399 6
51 187 31
159 96 41
253 42 8
35 362 23
221 421 31
103 167 12
377 62 29
452 167 28
251 181 27
269 111 43
438 349 33
42 345 26
277 130 40
83 236 2
433 46 16
129 386 29
269 90 1
348 205 10
294 450 17
113 424 28
350 136 40
111 134 45
176 348 38
98 397 17
305 42 50
301 62 42
254 240 49
146 298 29
275 179 19
369 138 46
347 288 38
154 226 5
303 461 34
309 113 38
217 109 17
461 97 32
227 462 38
421 450 23
122 288 15
17 293 41
333 182 30
465 368 36
56 270 45
398 62 23
354 214 17
145 269 3
214 322 19
115 205 29
400 337 13
279 290 31
215 237 42
204 398 27
215 117 39
365 143 47
174 162 10
430 148 9
179 172 35
43 116 32
244 224 48
200 20 36
71 436 49
441 332 23
54 60 19
25 427 19
19 405 8
12 184 13
362 420 6
406 147 34
420 38 47
374 80 36
193 205 29
225 64 24
251 210 3
306 189 46
113 291 45
313 69 22
243 42 5
369 445 43
7 291 48
56 76 38
9 281 49
154 436 21
35 234 32
380 430 4
248 324 32
267 157 46
311 44 35
31 468 28
417 100 36
453 307 38
121 362 7
142 1 13
416 446 38
15 94 37
285 178 25
148 253 16
299 264 33
408 345 45
398 387 5
354 281 21
222 361 27
463 141 31
118 309 6
55 275 43
248 298 31
330 172 10
271 426 24
44 269 1
319 359 7
118 309 13
293 442 21
16 289 39
137 1 22
305 233 22
412 80 24
405 433 43
359 139 3
278 67 35
282 450 1
197 171 19
63 167 40
412 425 18
31 5 50
42 330 33
365 282 34
89 337 11
239 65 38
283 109 16
284 71 40
404 410 9
424 313 23
228 430 37
435 353 10
10 20 7
129 64 19
438 247 20
284 24 8
160 381 2
113 259 3
460 245 21
222 180 6
466 222 22
244 33 19
313 467 22
22 6 1
38 446 25
234 223 21
420 468 16
66 447 5
76 182 14
4 152 4
235 178 35
343 266 45
132 187 1
269 131 49
111 193 47
224 69 23
40 440 14
273 135 50
358 344 10
422 417 12
133 124 22
463 4 5
137 55 47
343 320 32
223 197 17
131 175 29
117 362 12
120 356 8
123 36 46
53 448 22
46 71 26
95 146 49
436 251 1
254 456 36
310 122 35
100 40 43
12 252 41
393 95 36
87 232 40
12 416 31
258 263 15
238 260 26
84 65 38
56 105 36
171 125 43
39 239 1
90 334 14
260 132 21
226 464 7
149 81 25
282 349 4
393 454 5
20 308 9
177 356 34
427 172 4
436 285 11
234 170 49
307 100 49
239 361 12
329 394 32
167 57 3
391 18 20
413 364 46
42 437 37
230 119 41
33 155 6
332 226 17
284 255 47
253 73 17
30 32 2
458 291 28
82 173 37
294 190 3
247 64 45
57 256 16
341 322 30
38 8 50
105 102 36
229 83 33
294 18 22
337 359 38
149 218 8
410 136 18
90 263 20
104 148 29
449 32 41
425 264 7
161 451 23
321 368 8
382 44 29
412 314 36
252 468 12
148 109 20
392 143 44
273 33 5
68 70 26
437 335 11
159 44 30
187 50 47
121 47 38
419 311 24
2 391 4
172 412 36
420 4 5
79 244 35
17 311 4
17 132 4
29 101 31
11 163 40
157 461 20
435 32 28
144 162 32
268 336 29
256 90 46
240 258 35
59 146 27
455 334 2
320 250 12
400 42 41
117 418 44
339 254 11
99 91 24
114 416 30
247 19 32
132 211 1
39 173 34
270 272 6
466 357 21
272 144 18
114 61 17
23 389 4
457 166 13
447 203 24
252 191 11
343 30 31
354 313 14
446 50 38
282 349 27
427 315 33
367 252 36
136 262 7
279 100 16
274 450 22
356 298 36
329 265 47
165 20 19
303 29 23
420 214 47
181 226 3
377 366 20
381 177 31
232 456 24
361 85 36
178 457 2
61 317 5
237 90 44
341 428 9
32 189 41
212 310 13
279 166 47
9 273 17
140 62 36
241 282 19
265 247 16
435 366 24
415 205 47
126 281 27
255 468 22
163 447 41
52 448 36
447 71 6
1 176 6
371 319 44
222 457 23
50 434 32
399 111 49
302 38 39
346 140 26
310 97 4
385 375 39
278 31 6
439 114 49
300 175 43
103 219 22
112 144 18
315 284 25
460 24 15
122 25 46
25 185 17
202 321 45
293 443 36
326 123 34
254 152 10
364 130 9
443 373 49
22 263 39
316 114 18
37 335 42
427 321 27
319 312 43
422 286 29
371 164 13
323 62 15
456 126 45
301 37 9
186 354 15
420 83 23
43 41 31
310 398 16
422 418 33
151 67 35
418 22 43
207 299 47
79 279 33
392 266 21
193 354 43
38 15 41
104 212 34
345 227 24
5 200 3
254 111 23
431 250 5
172 371 11
420 25 33
326 414 32
50 281 21
238 25 50
211 193 1
362 267 5
462 98 27
182 311 27
195 181 25
14 56 9
157 32 18
382 245 23
94 455 27
249 19 37
440 298 35
440 153 13
321 89 27
74 367 48
19 379 45
239 74 32
75 1 6
467 357 35
7 324 36
71 352 17
404 20 16
467 393 7
290 211 6
95 258 9
235 108 48
344 241 15
338 270 28
73 339 25
341 179 23
452 330 13
406 181 32
394 169 22
435 115 36
211 257 12
458 394 39
48 417 44
112 215 26
11 311 11
138 234 10
337 427 47
73 13 38
422 198 27
128 271 15
311 103 15
399 56 25
125 79 41
92 354 28
199 218 37
374 226 25
327 163 32
105 218 15
212 59 1
309 41 11
94 86 19
291 245 44
257 397 26
213 448 21
437 344 38
455 6 18
148 194 39
124 32 48
423 300 28
55 44 40
379 144 23
312 356 48
420 177 37
389 162 28
441 247 33
7 148 11
422 147 17
15 155 21
20 172 49
209 136 2
178 327 23
145 252 50
296 106 11
398 25 20
396 296 45
255 137 34
448 415 24
66 394 35
429 54 27
235 428 27
68 384 48
82 107 5
134 136 34
393 240 2
112 408 21
285 1 2
157 154 40
323 321 18
277 199 1
209 91 10
101 187 8
34 208 40
378 263 10
122 174 35
218 232 42
311 145 8
382 66 27
259 219 37
188 243 5
358 108 28
274 160 47
408 25 1
447 73 6
31 296 42
137 217 47
235 67 17
131 286 39
5 236 26
11 291 40
264 31 15
170 94 45
428 455 3
9 456 45
302 241 22
156 268 29
217 52 15
407 213 26
281 181 50
13 212 2
138 238 3
332 299 50
373 221 6
196 339 32
147 221 42
36 41 14
365 370 13
93 252 8
73 4 20
350 246 32
268 276 46
418 258 9
16 468 40
336 453 16
423 92 17
351 258 19
