826 72835
717 467 7
309 383 29
271 87 34
605 585 35
742 164 23
339 501 31
353 431 5
408 260 18
115 65 4
514 41 34
122 155 47
806 382 16
776 205 29
274 583 30
179 262 28
650 533 34
756 124 3
222 587 45
251 388 3
681 768 34
317 698 48
283 270 16
85 749 3
620 140 16
72 123 11
424 391 24
749 745 37
163 121 46
234 127 28
673 782 48
459 687 47
678 527 47
72 93 8
627 35 8
578 733 25
529 241 1
425 453 17
766 784 4
475 613 31
413 228 1
174 291 43
90 449 23
532 339 16
138 652 42
19 208 12
549 407 18
196 541 7
206 381 4
788 522 41
621 270 48
139 644 31
175 809 37
430 357 30
330 15 10
119 480 1
73 338 13
348 15 9
705 802 27
538 551 1
804 516 30
136 520 28
125 145 21
87 65 9
163 262 29
791 756 15
114 631 10
806 778 50
613 640 17
706 681 11
307 410 43
403 24 15
291 249 27
322 139 43
744 189 27
234 39 28
452 600 40
517 556 40
339 420 6
384 329 17
757 184 12
355 336 17
394 345 48
730 96 17
507 679 19
416 197 8
529 194 12
807 813 17
610 362 6
506 589 14
709 767 3
422 783 37
47 567 7
539 427 10
822 84 14
421 457 32
471 626 38
117 760 40
225 771 23
375 694 31
394 518 20
731 304 31
112 798 11
53 616 14
464 392 50
158 375 47
632 27 40
380 284 28
182 784 46
164 57 15
783 307 36
450 752 30
88 2 1
452 415 11
613 729 7
218 174 32
281 709 3
199 529 42
303 14 35
515 425 50
222 817 48
561 479 19
667 481 40
624 19 40
637 101 33
459 577 16
675 663 12
624 774 12
632 523 1
805 615 28
702 152 4
129 222 39
15 594 30
824 310 17
817 325 38
303 592 33
1 68 38
821 670 30
79 451 32
787 673 10
174 474 50
212 783 25
374 654 43
815 351 23
718 663 11
730 76 37
686 397 43
160 725 44
111 53 3
514 678 35
520 460 31
391 279 11
381 188 37
11 304 19
731 806 6
717 689 15
43 290 26
532 515 40
168 201 30
491 52 18
413 679 32
455 121 25
336 242 44
739 434 39
741 364 21
746 16 5
23 743 48
277 357 14
95 681 39
297 713 45
718 670 8
628 229 35
755 782 1
212 565 19
432 311 7
701 552 12
139 423 43
479 24 18
728 124 20
561 270 36
562 348 28
708 501 44
396 223 14
534 294 46
734 678 43
475 534 16
238 384 31
525 415 17
189 418 14
382 764 20
784 320 45
785 514 37
339 811 5
240 562 6
70 361 30
49 466 11
621 463 48
578 772 23
293 470 21
737 650 18
327 143 35
326 198 30
148 179 43
32 291 30
30 443 28
633 152 37
649 433 23
712 482 30
336 577 33
18 151 13
570 413 4
551 670 14
529 776 41
824 258 18
394 277 47
116 391 35
252 317 25
162 204 36
727 33 25
327 225 17
662 611 6
72 359 44
483 152 33
778 236 39
808 235 47
756 639 18
554 520 49
807 504 13
572 427 5
810 244 14
296 358 1
561 489 39
729 716 7
566 503 10
207 283 9
95 32 34
757 115 43
774 219 1
786 122 9
815 213 26
370 770 30
170 461 9
246 224 35
434 709 49
584 728 49
139 662 22
501 377 49
460 769 29
414 281 5
788 473 13
413 789 28
641 710 20
530 303 32
765 204 8
28 451 19
715 781 17
753 115 48
63 159 44
52 533 42
408 50 9
373 325 25
53 148 42
542 587 26
304 357 45
83 812 19
655 373 17
724 7 34
532 141 47
44 62 1
730 192 16
79 660 10
766 265 25
416 295 49
19 647 9
678 247 15
502 772 19
586 662 1
693 265 38
134 252 37
192 59 2
71 520 46
623 231 7
338 556 1
696 448 26
665 269 10
733 520 29
560 675 44
757 250 20
378 407 24
606 595 9
596 497 4
823 293 18
185 110 46
679 599 26
169 249 39
95 526 31
663 500 29
48 18 39
541 655 21
430 633 43
36 428 47
789 515 3
637 263 11
223 682 4
471 361 25
731 278 16
803 117 35
389 646 31
481 421 19
471 259 24
281 813 49
711 396 30
69 717 27
146 244 17
758 667 12
323 329 32
653 145 28
137 402 44
393 224 50
765 45 4
522 819 31
228 583 3
538 502 36
104 494 50
242 705 20
561 48 12
766 244 5
723 295 29
194 325 48
258 179 38
197 726 36
248 60 34
780 113 21
89 174 39
47 338 1
433 129 18
57 135 36
372 433 18
709 593 20
644 78 15
403 446 37
674 18 41
709 178 26
822 349 32
811 577 39
126 627 29
617 701 20
568 778 2
353 373 20
590 475 26
593 739 13
310 53 45
600 623 37
694 447 25
640 267 31
358 298 47
361 394 26
633 573 18
631 139 45
31 289 17
650 660 16
222 285 34
45 779 30
703 57 50
83 786 16
237 649 14
823 427 9
323 533 5
57 504 36
156 388 44
593 739 16
506 87 10
603 265 14
532 522 2
658 219 45
592 555 17
785 377 4
366 6 34
437 435 2
313 406 40
813 424 21
113 795 3
576 314 36
72 720 26
639 757 6
775 376 8
250 86 48
455 805 45
20 71 9
588 643 27
606 569 19
363 244 28
280 197 8
209 412 3
596 590 48
522 278 37
262 132 23
362 668 13
696 21 24
282 392 30
633 363 43
40 380 31
6 332 2
812 404 15
402 362 48
547 515 47
820 797 32
314 576 1
787 459 5
481 411 18
641 408 44
103 53 41
640 630 40
239 403 19
109 167 16
686 703 13
319 507 20
566 807 50
547 717 33
317 797 41
56 401 11
566 62 18
319 435 13
300 127 16
166 288 1
76 425 12
121 371 14
53 442 1
74 288 13
24 519 47
297 544 9
676 133 4
698 198 7
717 194 36
502 593 38
135 708 35
308 219 19
285 92 3
492 817 6
215 230 1
199 775 14
164 211 12
154 650 13
46 247 17
816 465 30
584 684 42
10 228 11
564 465 31
171 211 22
200 593 26
175 718 47
239 533 21
339 707 25
248 240 19
242 336 22
192 794 22
346 791 21
746 780 1
787 802 16
526 168 48
175 392 10
220 550 47
619 318 28
705 433 46
502 655 17
701 651 49
135 220 5
384 251 22
718 305 32
407 684 32
58 405 46
377 406 20
226 689 13
594 656 12
262 689 8
435 684 8
483 67 30
70 732 30
747 353 5
788 177 37
824 214 3
243 461 33
103 614 29
18 156 37
312 46 24
246 784 34
759 602 29
700 114 19
216 75 1
53 67 27
279 347 4
381 45 22
499 379 42
635 148 6
410 658 32
235 730 33
453 735 29
480 721 29
365 400 28
243 639 38
299 48 16
591 812 8
116 185 15
520 67 19
576 74 46
731 309 20
333 529 29
1 263 23
223 415 23
414 228 48
661 143 30
621 574 49
476 255 10
529 428 6
215 216 30
105 693 14
568 714 38
604 399 32
776 181 15
177 372 21
93 114 36
73 424 11
384 771 7
124 318 39
605 127 25
476 598 13
539 602 32
654 552 5
746 696 44
11 198 9
775 179 28
328 367 34
290 158 45
585 85 8
61 106 45
449 341 48
535 93 23
791 711 32
551 418 18
406 300 34
701 47 8
101 14 45
791 722 31
797 237 49
703 774 23
820 447 19
110 607 28
373 719 6
681 285 5
41 774 37
50 124 6
684 686 28
141 335 28
438 153 1
741 198 25
383 457 2
197 275 35
540 595 34
773 726 34
716 599 2
335 518 45
81 336 3
90 381 11
463 772 35
820 4 39
711 167 41
737 454 24
15 491 18
554 579 7
168 167 9
44 24 28
651 80 1
222 740 12
696 218 30
473 823 22
360 633 26
119 262 16
469 88 42
692 807 24
671 483 30
483 186 5
596 331 24
103 58 37
657 390 22
489 720 36
801 576 18
814 528 8
259 241 28
723 9 27
344 773 11
17 622 23
619 238 40
261 655 13
56 752 10
184 71 5
677 406 40
155 273 15
250 526 2
498 471 33
801 583 34
498 46 34
445 602 33
200 684 20
615 425 1
621 213 12
50 397 39
68 275 40
466 413 24
541 323 33
206 476 29
65 296 25
787 65 15
235 706 22
314 153 10
502 79 16
87 821 10
272 87 35
101 48 21
641 350 1
794 598 46
180 777 49
526 449 26
205 492 7
732 313 25
345 532 41
550 821 23
8 763 9
417 121 24
193 516 25
458 350 2
540 574 35
478 466 23
663 761 24
764 705 41
297 556 35
296 44 7
455 132 48
239 729 12
772 800 49
512 327 37
817 548 1
792 509 16
262 527 35
411 544 2
321 756 13
547 441 26
380 553 5
80 7 3
506 375 35
223 148 3
561 145 49
277 450 15
183 185 3
615 6 42
473 819 8
109 57 10
758 166 22
704 679 4
547 337 9
165 236 5
336 771 3
821 377 22
647 696 14
230 629 9
201 173 19
756 115 31
10 386 47
54 284 20
704 384 21
366 590 10
250 526 11
74 258 9
402 284 15
457 389 9
207 335 1
79 668 29
417 260 49
775 548 29
69 550 25
782 632 24
588 393 21
609 172 10
136 284 11
163 217 22
592 181 15
659 296 46
474 467 4
595 795 4
205 357 22
401 305 3
294 617 17
723 702 7
818 677 28
716 244 35
223 378 39
312 678 9
417 548 38
103 214 12
400 513 7
670 77 21
114 576 27
461 640 39
360 45 19
390 798 38
94 563 37
124 700 9
218 793 40
298 166 31
689 197 4
786 173 22
814 22 28
814 145 35
250 135 36
749 443 18
586 696 30
90 18 4
242 774 38
12 796 9
159 186 28
448 548 30
625 422 20
165 402 6
182 484 36
742 602 26
474 162 2
430 751 22
244 68 39
393 556 9
645 657 7
114 6 41
560 258 39
83 447 16
306 39 11
207 683 50
813 517 28
14 353 8
389 682 7
404 264 2
557 203 43
49 114 32
502 524 32
572 405 21
147 504 26
459 700 30
521 671 17
646 329 8
583 594 35
725 258 33
440 503 4
194 365 40
120 31 30
208 756 35
38 818 4
719 40 36
800 407 48
519 3 39
462 311 32
70 267 25
272 139 10
748 142 33
332 549 3
252 54 43
686 271 4
729 6 48
554 492 19
3 503 30
476 790 9
418 794 5
418 424 43
35 324 9
263 616 14
686 806 5
364 610 13
457 72 26
160 675 30
285 21 48
18 759 5
477 783 42
446 777 46
679 814 47
204 736 37
256 186 30
320 176 10
545 91 39
242 42 34
670 493 34
333 464 25
139 310 31
763 394 47
221 732 39
508 133 2
165 810 1
388 57 6
502 52 14
661 164 13
647 166 9
497 126 40
297 728 31
354 792 24
642 248 24
127 792 25
171 229 50
74 672 16
255 155 24
471 319 25
492 524 9
652 654 46
155 43 33
129 21 2
328 90 14
261 197 32
426 721 5
75 544 26
666 46 31
536 380 15
555 222 11
662 285 36
136 460 18
507 749 4
610 408 32
331 534 23
640 1 26
206 60 14
6 50 4
166 377 3
763 482 48
597 420 34
56 596 27
690 142 30
715 115 47
504 594 15
164 360 28
307 299 11
40 461 5
676 644 24
253 325 27
315 417 8
613 619 13
46 619 40
251 115 29
589 387 28
471 163 9
754 172 33
815 777 28
676 571 19
15 648 24
685 355 31
821 492 28
489 715 11
518 408 38
288 258 8
493 669 40
211 634 48
179 823 48
385 479 5
680 437 32
776 116 7
620 473 15
461 536 16
30 177 25
217 153 1
563 23 33
348 300 32
156 453 37
208 528 37
86 197 19
236 45 46
386 367 44
704 172 5
232 401 29
195 92 14
815 781 49
91 559 15
216 372 41
371 73 9
782 434 47
155 172 35
313 405 34
196 220 13
211 194 9
400 493 22
154 313 9
560 543 19
233 565 3
635 808 1
427 406 18
494 122 18
227 678 7
807 176 38
156 482 25
229 635 29
582 24 7
136 718 11
551 605 37
387 763 46
421 569 19
652 270 19
786 444 34
162 31 27
140 397 38
29 40 3
629 439 21
779 551 34
449 57 30
147 502 35
321 665 25
565 793 5
431 310 12
536 769 28
713 171 18
539 325 11
423 385 32
395 432 30
349 744 48
49 173 16
538 343 48
267 24 1
482 617 28
540 821 4
324 463 50
296 696 18
419 3 21
703 718 36
269 385 36
333 293 30
347 551 3
305 130 48
58 34 42
503 511 4
699 726 40
743 62 31
57 5 24
468 602 3
535 684 8
647 47 42
243 378 16
754 381 6
384 534 15
738 541 47
116 773 21
713 101 11
130 237 15
403 399 19
373 121 1
440 567 37
788 328 29
333 493 8
553 280 12
246 453 37
90 440 45
266 283 40
702 94 16
328 25 25
397 637 48
495 485 22
404 589 4
360 86 12
355 675 40
698 134 35
325 575 25
686 442 7
107 692 17
336 822 28
673 307 12
615 782 49
551 678 22
355 741 33
794 576 42
699 393 37
136 485 2
710 793 15
174 411 46
160 410 26
180 263 8
393 752 9
40 439 45
454 310 15
397 400 17
156 688 49
230 324 20
809 678 49
324 362 24
440 141 19
298 502 8
752 269 33
132 208 5
446 559 15
799 145 5
78 64 29
696 187 13
14 305 15
610 817 32
794 101 9
486 360 1
28 468 46
339 642 40
480 565 27
765 84 16
308 745 18
562 238 35
51 199 23
685 417 45
536 776 20
580 547 14
412 507 40
401 504 22
117 698 19
739 714 28
767 703 47
5 558 26
746 89 24
524 770 45
809 538 15
672 94 37
517 241 39
380 179 32
320 438 9
180 812 12
741 500 25
499 20 4
214 83 17
350 605 40
586 65 1
302 534 14
88 699 42
683 121 50
416 705 17
679 510 49
340 765 20
337 773 47
18 409 31
374 616 24
441 480 33
729 584 21
825 602 36
511 520 49
517 567 12
515 569 27
811 686 50
826 94 10
568 528 42
444 151 19
290 473 20
539 135 17
745 198 30
800 135 10
340 318 17
49 570 23
218 677 5
668 270 30
57 597 6
404 221 45
677 246 28
737 318 5
104 511 10
248 151 37
348 817 34
521 677 17
211 238 36
81 811 26
227 345 41
45 365 17
374 241 29
633 378 10
354 381 38
630 523 42
689 372 25
63 723 35
785 391 2
283 813 32
282 711 14
256 787 4
584 190 48
609 100 43
83 512 17
196 699 45
737 792 31
154 542 36
100 817 19
654 648 38
597 535 6
125 658 11
330 585 44
654 199 47
791 611 7
329 690 7
601 749 19
274 354 6
580 304 34
497 482 24
796 365 30
786 262 46
1 495 43
623 396 6
478 592 34
439 595 16
750 388 38
273 280 42
237 182 32
349 344 45
527 732 9
724 399 28
326 34 4
105 195 48
145 756 42
705 596 22
305 294 28
684 399 15
591 19 25
378 429 41
92 798 39
759 812 12
739 647 35
292 703 26
182 424 7
307 275 14
45 154 22
345 468 7
467 798 31
61 330 28
348 157 48
185 334 28
610 318 3
86 60 31
778 599 30
563 812 46
643 438 17
110 669 11
104 335 32
766 594 33
610 349 9
697 805 15
587 702 46
211 518 32
404 454 3
133 186 12
651 174 14
334 221 26
357 107 1
30 417 47
570 443 29
304 271 7
753 303 3
147 683 24
215 578 37
677 323 42
4 741 16
217 465 2
673 540 37
162 127 24
599 19 23
519 621 32
25 1 16
28 554 1
362 500 45
820 363 41
494 463 15
377 277 23
96 301 33
437 173 43
773 517 26
30 798 50
83 116 40
610 29 37
262 497 1
324 76 46
757 670 10
793 290 21
31 11 10
249 61 37
489 6 33
369 802 3
311 675 10
657 462 16
324 93 2
493 789 49
144 354 24
349 731 14
287 794 38
817 91 15
173 299 9
164 91 32
715 686 9
737 310 15
583 237 13
533 665 36
340 286 12
286 706 3
462 421 31
549 693 20
210 346 36
569 780 17
821 796 22
608 190 2
138 566 31
213 246 19
430 94 21
429 482 47
2 258 15
540 461 32
314 514 44
88 474 16
524 136 3
390 764 20
520 190 33
590 425 48
359 187 18
160 166 18
397 566 21
712 552 42
114 165 48
213 116 37
355 630 31
799 319 18
522 499 2
434 539 45
147 430 17
301 456 37
669 314 43
30 613 40
214 171 45
195 531 10
536 248 44
687 656 11
704 291 7
556 69 15
622 812 35
528 324 41
208 699 26
576 328 27
533 537 39
496 749 9
160 472 35
500 496 46
213 68 26
111 210 33
130 220 8
265 14 12
523 657 10
69 509 14
399 562 14
775 556 13
767 395 27
390 146 48
302 708 7
632 716 48
48 136 2
73 349 6
81 111 25
368 715 18
582 495 7
478 118 4
130 599 50
383 807 26
21 693 35
282 357 46
450 377 17
448 182 29
18 276 29
545 522 11
142 243 31
274 468 35
383 411 28
215 653 35
810 738 48
670 738 11
579 368 31
499 195 9
593 287 27
722 447 49
1 77 20
285 766 48
363 49 20
379 14 36
333 825 20
625 766 22
137 113 40
671 287 42
429 200 29
62 157 5
98 163 11
304 77 29
63 33 13
3 334 50
120 95 35
465 559 31
45 696 34
393 649 8
134 769 5
620 45 1
593 330 43
751 60 37
527 307 48
520 688 14
471 37 16
786 248 20
381 598 29
373 20 47
442 302 10
364 341 31
668 251 21
760 224 50
264 36 36
444 236 30
327 323 39
127 298 47
819 338 33
539 456 27
478 623 20
799 805 40
30 629 31
322 107 22
712 317 4
571 119 4
189 457 12
62 583 26
651 241 24
318 363 40
471 590 42
349 786 6
577 444 21
134 272 24
444 36 2
818 296 46
433 23 50
763 63 34
102 220 17
348 129 16
759 153 12
423 526 40
28 246 30
820 416 20
196 155 22
329 184 34
61 98 49
609 123 9
567 229 31
226 62 15
13 428 41
486 549 36
2 1 43
205 618 1
382 70 50
63 445 8
664 272 42
52 641 19
489 688 20
648 176 5
243 172 31
323 490 19
477 769 12
179 346 15
573 105 42
427 155 24
209 391 5
326 599 41
811 353 29
283 780 26
531 130 41
286 460 15
110 684 4
670 712 27
784 347 35
542 183 12
251 600 35
412 236 49
603 799 38
561 424 4
361 8 31
556 463 39
226 382 26
550 367 8
15 604 6
79 60 3
622 602 6
63 820 32
257 5 37
81 436 30
395 164 15
426 4 3
622 813 9
234 192 43
754 325 21
438 733 37
369 82 10
613 288 35
455 244 19
813 161 32
258 355 39
343 357 7
398 187 15
129 83 22
677 711 16
638 298 31
776 199 9
55 137 36
139 743 16
701 698 49
822 91 37
3 826 11
715 813 8
90 177 21
729 496 18
132 45 3
173 478 35
533 824 22
782 470 6
333 763 6
338 752 18
213 92 11
542 387 39
368 307 35
762 651 13
131 454 38
44 297 21
143 606 47
520 232 28
117 490 46
576 677 43
699 703 42
555 174 8
821 506 49
698 398 24
184 793 15
135 707 3
206 750 18
469 706 41
560 635 17
99 611 20
291 8 9
241 636 42
78 381 2
815 170 22
793 470 33
582 776 43
681 474 50
285 394 4
338 685 38
171 572 41
226 761 35
531 459 30
620 330 16
593 244 24
24 441 18
803 252 41
664 515 17
62 759 28
174 360 41
175 674 21
70 639 20
251 784 47
67 730 11
536 169 20
519 174 9
791 156 5
516 381 2
504 598 45
767 470 12
401 254 18
677 262 17
592 73 32
441 709 22
40 499 47
72 617 38
295 739 20
618 803 50
534 121 26
281 706 33
265 417 11
810 787 26
733 505 22
422 778 46
179 304 26
509 583 9
93 436 32
559 124 14
154 443 34
532 166 27
231 450 9
710 730 41
194 439 41
411 498 20
690 609 36
743 706 42
329 584 36
394 796 2
70 485 12
808 793 10
656 133 43
746 685 19
672 803 22
247 672 46
763 618 10
425 682 33
715 645 49
5 86 16
347 250 35
566 700 46
448 799 37
624 399 6
669 474 44
605 239 49
559 171 10
400 202 25
490 230 47
699 385 6
378 358 20
601 509 35
306 647 12
692 577 50
171 186 22
682 762 5
668 346 47
568 187 48
695 91 19
775 142 10
738 807 30
559 320 30
625 665 42
636 445 50
736 691 9
172 432 4
719 219 37
792 811 47
678 559 25
90 802 23
60 287 11
145 712 39
393 64 9
542 107 1
215 158 6
282 100 8
649 599 28
487 59 42
154 609 34
652 543 25
206 370 42
451 194 5
453 783 45
433 699 29
79 601 35
116 354 7
564 382 5
148 804 25
199 19 31
724 46 22
224 467 33
186 386 6
53 401 14
258 390 14
420 430 8
285 206 18
223 507 8
273 361 7
476 824 5
185 454 22
785 43 8
344 697 4
500 82 43
648 353 39
717 811 50
780 313 48
655 602 22
300 11 1
288 13 49
789 86 7
772 477 31
78 760 45
695 468 11
390 61 42
74 259 1
7 316 27
343 311 4
137 3 50
172 745 6
39 752 45
700 697 7
612 404 3
582 591 24
480 823 11
554 805 9
292 77 23
703 483 7
759 108 6
684 92 9
223 765 12
71 712 33
537 131 29
187 481 47
762 172 43
234 810 12
188 526 41
182 343 26
680 662 11
15 730 21
437 337 42
587 489 44
554 461 29
498 627 16
528 82 9
275 245 21
537 641 33
34 667 49
794 108 17
292 395 9
277 364 4
724 699 33
235 688 21
85 802 48
678 287 10
545 92 43
71 209 28
115 324 11
370 825 33
398 79 34
210 361 24
791 644 39
134 251 12
482 736 11
605 787 49
750 338 22
345 740 41
472 6 4
24 708 3
797 818 24
185 474 47
544 373 22
154 435 12
412 732 37
651 300 28
197 693 14
143 295 48
762 706 25
407 9 46
447 579 1
546 730 22
694 25 38
563 588 15
509 65 49
593 61 15
315 306 25
781 665 49
114 11 9
456 217 36
83 404 31
36 416 16
511 231 15
346 587 9
122 171 37
309 687 17
783 205 21
76 182 2
8 373 32
317 648 2
810 61 16
78 431 11
390 8 2
255 789 31
247 357 18
266 718 24
670 672 43
793 543 12
312 387 27
236 320 8
29 251 20
148 541 13
523 513 7
52 618 26
744 412 30
645 771 38
164 373 39
498 118 37
780 494 26
814 726 3
253 289 37
316 765 16
652 213 40
332 590 48
485 632 13
56 302 6
90 133 43
314 150 28
18 786 10
64 628 44
400 205 31
746 70 43
100 33 4
128 774 38
634 344 37
648 260 23
800 113 33
379 289 44
138 728 2
759 148 12
299 222 44
654 803 13
778 407 23
706 132 34
639 151 22
797 1 8
559 34 20
211 14 37
316 505 16
669 730 40
761 425 37
714 334 44
176 210 3
122 282 31
731 263 25
735 502 39
301 102 48
260 115 27
209 294 13
193 251 5
213 777 44
47 761 48
476 249 27
381 67 7
394 319 34
437 541 29
580 62 6
240 329 1
118 436 20
95 647 23
296 57 38
382 486 33
255 652 11
718 727 27
563 777 16
408 36 7
581 723 12
308 709 18
454 760 32
258 4 35
639 386 14
786 312 1
598 706 12
722 371 15
635 306 14
81 657 13
547 671 30
575 403 15
775 228 23
611 468 20
275 288 40
373 201 9
700 65 3
296 125 22
426 3 30
375 193 21
705 423 8
373 695 37
573 615 33
399 166 38
548 203 37
815 221 35
771 406 14
454 573 40
293 116 35
366 682 39
232 725 48
481 823 18
149 461 1
177 713 31
531 522 25
425 742 8
570 630 21
182 84 6
803 604 22
179 801 8
105 343 3
248 674 19
716 219 1
600 177 22
280 330 34
662 525 14
250 267 43
757 292 46
237 779 34
19 417 36
105 734 33
730 159 45
183 655 5
802 677 42
71 74 24
477 681 31
422 2 49
279 572 11
592 94 8
544 407 19
620 805 31
448 739 34
686 214 9
337 751 18
113 427 16
