534 47727
15 198 3
308 460 3
44 291 25
317 320 22
94 80 45
181 89 41
349 172 47
7 510 37
396 20 41
270 56 28
21 10 13
148 409 27
355 74 20
309 248 24
165 201 14
245 405 6
139 214 33
22 377 26
320 174 19
32 66 46
225 486 15
124 255 48
221 400 9
82 461 45
386 54 11
89 64 21
433 380 7
136 66 28
527 287 48
514 270 12
17 13 45
25 131 19
99 233 18
150 165 43
226 75 1
429 250 23
65 260 18
78 133 22
460 58 34
81 222 20
243 228 23
200 244 22
40 257 40
229 71 7
107 89 21
269 137 46
121 467 16
78 167 43
207 168 16
206 286 21
341 509 2
225 68 11
522 379 35
526 6 22
400 327 36
510 140 9
179 419 13
482 72 27
255 152 40
190 458 23
11 391 43
369 109 16
87 163 7
420 49 43
137 187 41
513 530 26
219 94 40
161 79 42
168 523 29
94 337 45
172 384 8
179 474 33
89 279 7
6 386 33
17 273 46
206 323 43
108 62 34
135 528 32
99 522 49
515 401 27
247 424 14
488 375 48
386 37 35
118 224 42
152 449 47
390 209 21
204 78 3
465 274 25
168 102 26
295 324 39
416 28 49
433 119 27
35 534 18
506 12 48
390 441 50
89 484 1
194 140 41
430 505 50
377 262 47
320 228 45
501 190 2
321 378 33
238 65 23
14 523 43
415 374 41
463 128 7
293 411 33
533 269 13
38 352 14
181 461 16
519 339 28
49 285 31
526 250 8
429 482 36
375 356 22
377 256 12
76 309 15
532 5 4
332 448 45
160 124 6
172 290 15
226 532 41
250 246 3
533 311 26
344 105 16
525 340 48
284 159 26
139 153 36
329 180 39
261 332 14
114 84 26
64 529 28
284 533 29
261 73 5
429 155 24
110 409 7
265 116 30
366 306 31
506 105 47
526 253 1
75 307 11
411 190 26
99 405 25
76 377 30
358 364 40
324 312 7
215 443 22
504 29 12
134 316 41
24 473 38
146 353 10
452 59 33
281 156 31
229 162 19
146 475 36
25 202 26
310 514 5
474 274 48
309 304 3
286 172 15
144 73 49
505 120 40
459 99 23
530 252 44
59 337 17
138 331 32
129 282 43
502 248 11
278 332 31
302 444 22
310 226 35
527 417 38
363 143 24
248 114 21
315 325 41
356 251 33
351 509 18
419 88 32
503 202 18
246 123 10
223 96 1
424 307 16
168 144 33
429 459 22
242 231 45
306 41 44
116 199 35
201 335 22
395 356 48
94 179 12
186 283 22
268 217 27
84 119 40
123 315 8
185 197 49
443 430 15
378 47 47
218 400 13
291 78 10
166 209 20
127 253 10
13 411 1
511 138 11
426 327 16
415 495 41
450 260 34
454 215 34
357 19 4
449 89 5
201 7 24
458 83 44
475 253 37
19 464 49
197 524 22
160 363 12
442 39 3
457 471 25
166 315 26
46 62 8
150 268 49
153 455 4
344 232 13
424 414 42
344 382 37
444 363 14
493 27 26
371 6 36
50 150 17
320 287 11
309 160 29
193 127 21
266 54 19
49 252 18
287 228 16
498 463 26
142 147 30
90 391 35
149 453 10
477 317 28
159 83 30
165 440 46
307 94 6
434 514 19
335 182 37
241 473 23
447 26 30
244 527 43
521 514 2
262 218 10
478 82 33
411 105 32
399 264 46
237 496 10
162 210 15
186 420 34
161 173 49
477 400 30
293 348 42
493 271 20
84 357 45
185 328 35
274 430 15
337 112 6
329 203 40
384 296 2
281 200 9
213 132 44
372 317 14
232 475 4
257 485 50
378 341 11
302 231 18
297 495 22
97 413 49
330 272 3
383 33 29
474 496 11
37 36 48
61 308 25
231 452 1
397 375 46
126 527 31
477 470 46
476 141 31
134 155 47
315 44 40
54 276 43
71 38 24
268 255 30
509 475 39
134 25 19
520 170 44
25 68 13
48 179 31
94 271 48
431 12 25
350 428 8
24 158 20
93 321 7
64 460 44
287 487 13
76 136 3
206 287 43
204 522 13
6 193 28
304 284 39
150 181 24
3 29 22
203 98 44
57 400 33
299 479 40
480 136 39
151 457 39
139 53 30
422 257 36
307 200 27
444 142 14
524 377 20
114 495 27
462 440 3
141 484 22
215 482 39
257 33 30
372 150 4
256 92 6
276 294 13
420 484 18
508 269 19
390 367 12
513 266 43
363 435 46
313 233 35
324 507 3
12 478 33
323 25 3
228 250 33
190 285 43
278 48 8
340 29 47
466 167 50
33 386 15
103 220 10
486 38 9
130 219 2
82 411 13
17 95 38
52 125 27
152 319 36
490 523 29
307 260 47
129 263 23
171 525 18
454 112 5
296 206 27
42 431 30
355 192 11
77 495 6
149 249 33
487 146 50
37 284 19
178 39 4
46 450 24
381 508 32
8 506 16
200 59 39
239 260 13
361 44 23
265 383 19
247 175 4
73 45 12
181 136 1
488 389 9
424 149 33
293 160 20
52 364 47
323 136 48
155 62 31
57 134 18
534 63 22
314 253 5
445 263 49
128 434 17
378 447 3
456 396 4
195 211 32
326 362 41
306 447 5
5 12 7
426 355 48
134 409 17
479 455 5
22 330 10
204 470 29
288 36 43
220 408 46
37 372 38
17 506 34
13 227 23
78 478 33
413 295 38
520 315 26
471 277 49
22 102 36
155 283 2
66 265 3
525 406 45
141 97 34
116 501 24
476 282 10
280 294 34
332 481 29
37 349 4
480 11 28
378 94 15
56 49 38
313 476 27
392 421 35
324 442 28
369 414 48
163 122 25
446 157 22
181 532 17
464 266 16
161 271 26
235 168 26
349 339 20
85 406 45
363 141 26
163 229 2
497 368 46
156 1 11
393 31 1
11 231 25
375 265 47
296 509 50
458 3 30
209 390 15
319 214 30
348 484 16
372 236 40
266 249 46
71 285 46
507 381 4
429 185 11
58 506 40
420 462 11
478 513 34
236 211 31
383 221 38
489 168 13
65 5 50
261 450 13
219 238 10
484 20 32
513 11 9
41 482 25
265 136 15
59 76 16
99 310 6
146 274 35
326 530 33
464 432 36
270 44 8
187 283 20
275 15 20
186 411 39
62 124 6
498 158 22
458 415 13
419 512 7
183 313 36
61 240 18
396 380 37
456 306 35
217 142 46
255 143 37
148 240 42
382 353 6
60 431 26
157 237 8
202 324 21
323 327 1
68 224 45
501 127 33
440 476 21
509 57 13
106 221 45
435 288 29
41 101 42
97 94 50
492 235 14
396 229 38
34 175 26
48 206 10
214 75 13
453 333 6
49 140 45
256 304 27
481 406 33
87 188 24
294 427 3
78 38 34
276 9 33
247 116 2
422 296 35
124 363 13
46 279 7
528 308 33
137 490 43
249 208 3
395 303 35
452 438 43
376 39 20
451 147 48
78 183 20
344 51 27
237 225 47
20 471 23
287 338 13
533 212 12
411 73 7
410 78 1
442 139 18
521 171 32
105 130 12
304 458 21
207 402 39
66 402 31
428 68 9
73 231 12
102 108 36
368 147 33
331 490 41
264 36 8
327 446 22
286 276 47
116 410 39
426 459 28
285 310 15
169 408 3
303 484 41
438 335 3
343 517 50
406 52 33
51 258 10
28 324 49
255 73 27
190 424 4
103 217 2
493 395 6
14 275 13
317 8 33
226 68 50
477 460 49
280 354 5
196 103 28
225 501 43
7 38 4
152 299 10
296 516 41
76 329 33
523 279 16
469 357 48
274 331 8
360 243 13
449 528 24
379 8 42
187 496 44
295 359 41
497 76 13
241 192 33
89 394 43
117 329 6
328 199 21
241 74 35
519 204 37
244 460 1
225 254 41
206 467 25
472 13 13
74 445 16
174 309 34
10 155 4
103 224 41
320 45 26
67 389 2
200 303 15
128 45 1
271 257 1
495 526 41
83 532 28
203 375 27
123 312 50
99 67 17
162 467 6
357 187 23
166 236 9
84 352 26
60 412 37
424 518 41
527 371 35
360 480 23
449 534 8
158 428 45
335 376 22
352 211 28
516 294 2
51 224 36
241 16 6
313 514 1
185 261 14
509 254 28
429 217 15
42 208 8
132 46 20
498 534 47
259 54 12
330 429 31
378 290 49
402 350 31
123 247 48
534 357 45
152 71 50
245 142 22
32 383 17
520 478 19
513 442 20
447 100 35
257 239 2
35 489 41
271 44 3
342 300 37
24 57 9
448 457 47
370 335 26
385 453 22
147 488 43
525 72 15
461 7 23
343 397 25
485 442 4
346 262 5
263 385 38
21 69 2
408 433 3
487 519 12
293 379 46
519 164 36
427 47 4
115 404 48
422 531 31
276 448 30
452 477 9
505 424 8
161 124 16
215 99 44
299 403 28
249 162 38
319 227 24
427 213 37
460 5 26
168 495 42
107 458 26
373 174 5
332 431 37
355 344 3
479 374 5
521 141 32
135 216 44
294 324 30
23 149 20
189 12 16
70 139 2
103 252 46
132 454 8
52 454 47
364 274 25
177 445 48
234 165 48
334 507 33
17 14 30
440 371 30
289 272 13
73 194 15
116 70 27
280 510 14
331 27 27
378 348 36
391 346 29
79 173 4
10 407 50
439 478 20
179 528 17
112 8 13
455 120 42
111 312 4
388 17 44
348 128 10
19 176 31
211 317 43
49 177 11
404 319 32
416 248 11
417 159 1
422 462 7
302 84 15
452 392 39
411 17 43
140 258 23
513 187 12
225 29 9
294 290 15
317 526 48
74 243 14
27 275 22
260 97 1
70 87 31
458 101 43
84 13 25
170 242 25
167 33 4
469 431 46
18 449 12
353 223 43
455 2 49
115 327 22
109 369 49
48 43 8
192 403 38
332 281 39
107 375 33
494 380 2
99 534 26
58 56 40
24 345 31
529 67 17
408 495 3
168 491 18
339 8 12
374 247 6
248 487 34
476 456 17
426 5 39
306 34 18
207 384 45
24 28 37
173 406 10
273 483 32
428 14 7
97 507 14
416 187 25
521 120 46
59 297 36
187 68 38
364 181 18
127 481 10
199 159 17
354 424 47
265 101 35
254 302 5
78 278 38
39 72 37
288 30 5
67 477 9
532 35 17
511 22 17
49 365 4
441 386 16
337 302 8
497 222 8
483 303 23
388 312 19
495 370 12
526 154 11
197 518 1
483 352 19
470 22 19
488 531 29
58 15 25
389 94 13
139 156 13
255 9 46
187 231 43
71 30 29
324 34 3
424 420 18
204 100 10
361 478 34
94 330 8
28 198 23
187 40 27
260 73 3
441 215 23
177 44 35
451 2 34
56 441 2
154 193 7
3 395 47
422 23 18
280 429 14
526 269 4
63 485 2
463 70 29
5 462 18
189 409 36
268 460 38
358 517 49
396 228 36
