60 15756
22 17 19
14 54 5
21 41 28
39 38 21
54 11 44
49 47 32
49 42 42
57 53 1
42 18 28
60 56 36
6 19 38
29 12 29
11 27 44
4 27 2
20 35 48
52 3 28
44 53 2
53 31 42
46 29 35
44 52 37
57 39 19
44 15 29
20 16 36
46 36 15
20 35 7
37 17 17
27 26 16
4 2 45
50 54 9
43 19 45
34 46 37
10 48 3
2 14 11
50 43 46
31 25 47
18 11 46
24 25 8
9 16 20
47 2 13
8 20 34
57 43 36
40 39 31
35 6 28
52 22 5
8 30 42
8 54 1
60 16 18
12 42 24
32 21 9
44 49 14
14 51 14
10 5 19
7 20 32
21 24 8
13 55 3
56 6 22
46 28 22
9 47 37
49 48 40
23 24 17
48 27 49
9 58 18
60 19 19
26 32 7
2 8 23
31 13 26
56 33 41
24 47 6
22 44 9
7 58 3
45 2 35
44 12 21
3 30 4
7 32 10
10 56 25
30 44 19
33 54 50
59 11 50
52 32 31
10 16 2
17 34 22
9 13 6
23 7 26
17 57 3
29 1 1
30 5 50
1 57 39
36 22 16
23 42 32
21 36 23
42 28 11
14 58 27
26 2 11
35 46 42
13 1 33
52 48 22
7 47 13
50 2 21
19 50 50
30 42 22
49 41 43
23 51 7
47 16 33
26 19 6
56 23 30
39 28 18
43 42 1
22 15 19
4 35 45
14 37 7
14 9 43
13 58 38
45 33 27
42 49 15
52 23 41
47 36 48
41 57 13
19 57 22
54 21 20
57 36 19
18 44 8
9 25 1
1 3 30
4 27 18
46 24 27
60 47 12
18 46 8
4 49 15
54 44 15
54 56 8
9 17 33
46 39 32
44 18 20
39 18 1
1 42 23
36 55 10
4 55 49
33 37 11
9 19 43
46 17 2
11 7 49
21 15 44
59 41 22
26 15 13
33 46 35
5 54 2
40 31 37
33 18 21
10 40 33
31 33 9
30 11 3
56 13 15
58 13 20
30 48 29
6 27 33
47 45 11
16 22 40
48 29 30
53 40 50
20 40 22
53 52 9
10 8 49
1 22 47
54 11 24
33 19 21
49 57 46
20 41 26
36 56 5
5 55 23
49 24 45
19 53 25
9 31 5
24 6 2
23 51 43
57 36 28
50 25 38
4 53 9
4 2 23
44 43 47
19 59 41
35 30 3
5 8 21
41 25 41
60 36 36
24 30 7
45 54 49
19 36 10
35 26 16
32 29 27
60 27 24
33 29 45
48 29 43
32 43 10
14 56 21
1 4 39
57 34 45
19 30 39
10 12 4
14 39 25
26 22 35
42 9 35
10 47 15
49 36 43
54 34 27
49 20 2
58 4 49
8 48 7
14 24 13
16 53 37
38 49 22
40 31 19
1 27 24
11 6 31
45 28 3
19 60 28
43 60 40
8 52 47
7 40 2
47 40 9
24 43 39
38 24 16
30 41 14
49 51 37
49 54 41
41 45 27
41 37 50
24 31 28
4 10 46
12 54 35
41 32 48
8 46 28
8 50 6
13 1 8
23 46 47
58 26 47
4 38 23
