342 90192
281 14 43
340 63 16
160 77 21
6 321 15
193 117 16
193 5 20
308 97 32
180 333 49
309 302 12
277 245 8
190 261 16
302 18 45
127 305 25
20 272 40
171 134 36
269 28 34
342 275 35
111 138 20
80 224 40
297 235 19
313 198 23
192 22 46
235 42 30
282 341 17
65 161 21
227 60 35
31 286 12
60 110 1
298 50 1
279 281 23
160 243 30
152 270 6
41 72 25
19 327 3
94 156 35
52 42 14
78 149 26
121 250 13
326 295 48
101 201 15
117 283 22
55 80 47
189 207 16
58 123 13
296 275 50
151 174 38
307 26 29
325 84 7
235 138 49
195 26 18
326 305 27
49 116 7
111 279 11
237 245 46
188 295 16
122 218 11
154 173 6
123 74 32
167 338 50
212 184 28
243 144 6
152 227 11
139 50 19
58 113 16
77 152 26
292 174 11
91 63 24
200 91 4
126 230 23
146 25 6
272 68 11
7 25 32
180 149 20
309 85 33
43 321 38
177 218 9
230 162 21
90 72 18
210 129 33
331 150 8
93 220 47
126 52 1
326 165 40
119 342 32
325 73 13
171 199 19
3 143 11
242 22 16
35 316 5
260 13 27
272 338 50
198 26 12
325 99 26
18 20 50
299 198 18
35 324 13
328 277 30
71 97 10
224 199 7
204 208 8
190 100 1
336 21 8
140 312 21
61 253 8
333 181 16
138 219 37
11 31 47
76 7 28
78 14 39
77 112 5
246 286 29
95 168 43
243 205 12
199 29 33
328 34 3
59 120 32
303 16 49
328 210 30
251 310 12
253 133 16
322 211 38
66 12 6
330 34 12
223 315 17
239 52 7
163 51 28
174 66 15
59 50 19
257 269 5
102 177 40
318 22 20
185 229 16
294 128 7
240 184 20
9 297 37
209 231 35
67 71 14
188 288 43
75 194 37
323 163 35
39 161 44
53 153 13
102 291 50
130 289 9
305 28 1
257 55 30
46 98 22
277 211 45
248 56 30
142 115 42
90 283 35
115 35 39
204 41 1
334 290 13
81 203 12
222 150 2
160 141 3
98 281 9
339 224 42
27 109 43
164 117 10
51 59 2
291 178 42
62 321 20
194 17 11
92 241 35
281 103 21
199 306 8
328 298 32
101 11 11
165 246 5
293 204 22
331 94 50
182 63 45
299 16 3
9 342 43
203 273 12
138 10 15
230 304 17
24 323 31
133 229 3
186 244 30
341 6 29
148 277 29
265 169 12
145 286 2
306 103 33
195 97 5
312 192 3
326 67 5
222 128 23
202 190 21
1 197 11
304 309 18
283 155 48
120 74 34
54 192 49
159 306 2
253 206 17
245 149 43
188 122 42
127 130 30
205 278 34
109 202 43
58 162 28
338 336 48
187 165 10
206 269 50
32 116 8
71 318 25
135 224 47
59 38 11
232 69 20
309 57 6
181 337 25
23 184 28
263 196 28
191 72 41
67 254 44
148 43 5
246 85 9
29 311 37
117 15 31
275 50 38
339 46 7
292 286 21
114 318 15
175 248 26
144 7 34
324 81 8
205 302 21
193 190 40
7 152 50
151 251 8
286 175 50
322 63 19
100 305 4
177 208 28
230 168 30
47 22 9
89 35 28
176 290 21
81 342 25
174 65 39
243 29 17
124 19 45
172 325 14
248 212 5
57 18 46
31 307 9
112 276 39
91 78 48
25 141 10
28 158 41
114 340 8
180 209 45
82 232 6
267 304 25
34 206 38
315 96 11
119 93 43
243 294 22
234 282 41
124 197 5
257 17 7
7 225 15
119 38 11
289 2 29
159 40 22
144 190 32
302 117 41
123 173 34
191 63 8
253 274 50
182 203 8
171 190 3
222 152 17
226 24 7
14 320 31
335 246 45
301 2 18
194 251 43
241 182 38
240 286 5
22 303 7
272 147 41
243 109 49
208 103 17
120 35 42
15 226 26
309 329 22
188 231 48
219 155 38
10 3 19
29 80 30
80 133 16
328 264 1
136 108 28
283 302 15
171 140 6
2 323 33
46 243 8
300 310 24
109 136 6
145 335 34
214 96 24
242 203 27
40 241 2
229 257 19
211 45 3
232 217 8
189 107 45
187 325 6
220 81 44
243 213 27
326 317 16
218 239 28
338 329 23
158 213 24
17 319 13
132 316 31
247 72 45
235 171 26
339 209 44
109 209 23
276 28 17
167 105 11
105 6 45
196 148 15
297 14 48
74 32 13
41 143 1
284 221 24
235 278 25
178 109 10
97 70 19
252 126 5
297 34 19
330 300 43
218 264 37
255 218 9
144 116 34
280 16 35
104 9 8
139 221 18
240 193 27
68 118 9
82 83 18
239 184 43
318 140 24
180 117 49
220 322 34
290 27 16
172 49 20
289 46 13
159 123 39
296 255 34
70 162 11
258 89 1
56 310 10
262 246 36
58 24 15
105 261 15
95 334 42
161 178 37
146 142 30
98 66 2
269 60 25
178 249 26
311 253 13
286 326 2
323 119 13
276 302 46
121 28 22
282 21 48
232 118 21
50 148 35
76 16 38
39 276 16
215 226 31
175 153 4
290 331 35
137 262 44
39 199 17
13 78 49
91 48 1
13 82 7
146 48 37
210 29 29
148 219 3
165 294 42
239 336 17
205 214 21
206 48 27
187 275 45
226 85 43
304 167 5
327 165 37
87 41 36
264 78 15
267 113 42
129 174 3
184 151 39
11 71 8
22 94 17
25 149 33
91 302 42
24 159 32
123 156 44
50 293 49
91 50 21
60 251 40
193 233 21
57 245 47
316 205 49
226 238 13
182 237 31
269 107 16
239 174 12
124 309 1
69 190 18
338 53 34
4 149 39
231 61 2
234 256 41
196 111 20
134 73 30
252 308 1
54 111 25
43 123 19
126 210 38
321 30 39
304 70 43
26 57 21
275 171 16
308 23 9
120 233 30
19 283 6
144 143 50
202 49 5
297 131 39
234 339 19
249 259 1
314 283 26
292 103 18
314 297 46
278 156 24
329 71 36
300 208 6
159 36 50
155 205 12
241 137 45
178 136 6
202 11 4
102 165 18
86 114 50
232 160 22
12 208 15
341 327 20
54 43 43
127 93 47
197 55 48
153 11 14
297 4 13
210 13 50
83 172 26
197 179 48
205 142 36
86 276 35
27 133 38
175 276 37
153 229 13
125 169 3
291 265 19
280 217 37
98 340 19
342 60 40
326 284 36
282 251 15
335 136 19
121 309 45
65 174 43
33 206 38
317 286 4
106 169 47
57 336 31
116 201 1
124 182 42
137 201 14
139 188 18
222 332 27
6 319 39
60 268 1
338 179 19
319 61 26
326 148 41
188 77 43
226 61 8
118 280 30
79 2 43
331 137 28
85 100 35
52 29 5
96 276 36
250 34 4
9 52 41
298 310 21
21 47 50
279 318 29
308 93 46
322 173 4
227 169 50
227 285 41
190 209 6
251 277 21
224 264 49
282 68 33
334 318 40
307 338 43
239 240 7
26 315 30
211 57 42
82 329 17
117 259 21
95 96 4
25 222 45
215 51 2
126 272 21
264 280 49
71 228 45
41 155 40
262 178 35
319 303 18
201 306 41
22 130 42
135 118 25
286 303 4
218 60 44
290 43 39
289 52 18
262 327 27
164 53 45
65 137 32
103 216 10
103 63 30
332 68 25
85 282 10
134 334 26
74 159 41
280 337 8
305 57 33
25 226 40
34 174 32
153 162 9
81 314 36
289 276 4
328 26 35
56 68 36
98 129 32
308 200 46
273 190 26
270 192 2
164 239 32
203 285 48
277 331 34
184 172 27
21 17 45
69 78 2
47 305 8
195 173 10
158 288 23
237 103 32
293 292 24
313 180 13
197 318 1
59 61 18
73 301 3
217 189 39
252 272 38
208 219 6
39 168 30
94 14 25
81 6 47
29 101 28
230 100 27
232 279 1
285 314 3
260 137 24
289 175 13
82 304 20
230 60 36
229 232 28
18 32 46
96 165 27
93 98 47
85 116 24
19 48 20
166 129 50
68 290 20
76 42 28
97 270 1
289 268 25
221 271 24
248 189 11
62 122 29
150 222 48
211 80 29
210 275 38
100 312 40
332 271 41
286 36 22
163 213 15
30 192 2
331 204 6
152 254 17
88 160 4
209 273 44
233 196 29
107 10 45
99 120 10
27 109 5
215 227 38
315 243 44
44 236 29
157 176 37
309 322 1
27 312 10
135 119 45
253 258 40
207 61 13
15 78 40
172 178 13
20 36 40
226 253 6
121 170 11
306 161 28
6 81 32
111 285 30
233 240 44
44 42 24
310 220 4
139 83 21
230 17 7
10 269 47
295 51 14
48 172 22
325 77 40
281 73 14
174 224 48
41 142 42
184 117 50
8 176 1
101 123 8
125 301 26
287 238 49
255 318 33
46 234 24
233 51 4
159 154 25
125 72 35
216 153 41
46 331 42
216 131 22
4 238 47
341 235 41
248 89 46
53 126 50
2 233 37
95 41 36
134 244 37
335 338 35
81 157 3
208 3 25
188 33 33
17 127 28
189 36 36
243 224 8
152 339 16
16 227 23
175 269 32
17 249 39
310 114 47
82 313 13
20 300 48
166 192 45
114 57 25
40 222 26
59 146 41
208 112 38
144 208 43
281 195 35
55 336 30
309 99 49
275 303 38
32 145 17
142 128 18
265 213 18
104 16 7
96 197 19
199 109 19
189 160 45
37 166 28
185 27 34
199 182 13
32 291 6
67 268 26
195 333 20
312 185 31
253 156 46
314 98 13
206 69 33
96 235 16
270 150 29
47 339 26
215 320 48
256 219 27
136 64 33
342 5 35
14 132 11
77 252 20
215 261 47
219 2 26
75 217 15
292 302 46
234 16 3
331 83 13
40 295 30
94 175 8
312 286 38
235 19 39
142 87 39
229 98 31
293 83 7
245 254 48
78 99 20
9 101 39
89 168 34
173 21 33
113 14 28
44 76 10
313 158 17
106 309 34
96 284 15
22 282 28
150 131 45
192 78 28
340 190 3
133 168 1
219 324 14
35 77 13
291 176 13
84 329 43
122 200 42
36 58 18
237 338 28
174 166 26
117 272 4
325 333 24
340 268 14
135 282 2
64 266 15
278 252 10
318 243 15
33 24 34
1 299 30
340 137 14
64 184 23
38 172 3
330 135 26
75 161 21
193 272 12
53 55 27
70 133 20
277 240 2
69 183 35
193 112 6
168 70 42
323 151 36
219 314 43
13 163 50
214 91 30
57 251 22
192 158 14
332 233 43
66 202 6
317 320 20
215 223 42
113 267 50
260 102 10
94 181 19
299 185 24
220 333 31
142 319 45
9 248 17
136 154 38
24 87 48
63 158 33
179 142 17
325 158 30
23 157 20
322 23 38
188 280 12
68 101 8
28 162 5
298 101 6
81 188 40
340 193 9
38 151 12
197 267 25
84 97 2
191 201 42
92 39 38
333 259 40
296 193 34
181 161 2
282 197 17
137 43 11
207 179 32
226 28 8
325 115 6
24 121 7
148 140 23
260 105 49
140 228 36
97 132 31
203 336 31
102 13 48
40 195 14
88 236 19
197 55 48
72 191 28
155 19 16
169 330 41
307 247 22
235 69 18
258 259 48
299 170 39
261 58 8
313 254 45
292 238 50
212 264 12
48 182 2
330 318 17
26 278 29
260 173 7
84 160 3
69 239 38
287 282 31
12 27 24
252 83 5
213 151 6
267 329 14
338 225 24
16 95 41
218 114 32
340 277 27
63 41 10
321 160 10
179 161 43
171 222 37
149 256 34
11 285 33
252 96 41
267 208 26
8 131 5
202 201 50
131 324 46
293 331 45
251 72 48
58 163 6
40 173 3
185 275 12
299 17 30
3 211 6
51 278 44
14 33 39
233 245 23
263 75 41
268 82 43
100 5 48
80 190 43
339 261 7
329 42 33
297 142 28
196 325 28
188 229 8
331 153 47
165 143 40
125 187 46
163 304 32
267 214 46
23 278 14
285 290 41
52 1 12
135 62 16
45 223 4
65 254 29
257 312 9
29 225 23
306 75 48
38 304 10
268 1 40
213 55 42
106 202 40
118 49 3
75 265 1
242 308 30
325 155 43
270 254 24
168 318 9
222 8 37
47 88 48
74 58 37
55 179 14
322 313 7
249 134 22
76 239 38
110 137 3
291 288 45
195 293 2
259 308 25
274 75 1
91 259 36
18 133 30
280 205 6
197 142 38
162 340 36
95 115 30
228 132 3
14 268 26
225 219 19
144 168 13
303 121 46
117 231 30
328 60 7
195 327 9
148 19 10
205 243 16
209 107 12
64 3 30
173 188 8
108 290 7
167 31 31
232 51 45
221 96 33
260 244 29
300 73 4
273 214 18
207 141 28
160 245 19
70 29 31
69 110 4
154 167 9
213 125 29
184 118 6
330 9 26
258 108 41
76 214 9
124 317 37
283 25 8
130 260 42
160 211 27
183 100 2
216 180 30
215 42 23
217 189 41
103 198 14
189 199 26
73 118 16
289 19 40
179 131 27
148 157 40
228 281 16
19 302 31
271 160 46
274 171 7
55 117 8
199 237 4
232 169 7
12 205 31
143 23 10
32 24 8
3 249 6
205 91 30
103 291 48
144 81 45
135 36 10
19 56 6
283 77 1
25 236 28
186 170 1
75 314 18
2 106 8
27 271 17
108 27 39
101 185 50
296 255 1
297 19 47
260 315 29
320 326 34
297 216 33
335 87 46
135 99 36
230 158 23
329 271 4
285 67 48
90 158 40
157 47 33
92 41 3
192 295 35
121 194 7
270 34 25
141 264 5
216 321 2
309 176 19
162 239 22
63 264 42
268 264 10
142 240 41
279 209 36
333 123 1
325 169 47
80 186 7
153 171 49
164 254 11
27 200 10
160 270 11
38 331 6
137 53 16
7 152 3
212 312 27
45 60 26
234 149 21
285 274 36
90 37 45
317 188 35
290 54 1
153 215 35
325 155 24
91 203 48
11 236 9
301 324 10
218 313 12
147 64 34
248 172 6
77 270 5
193 6 20
318 134 24
155 312 34
328 42 34
171 212 5
15 271 1
120 37 31
140 244 19
114 124 47
214 56 40
186 259 38
301 69 27
10 314 15
193 308 13
81 295 44
242 224 42
90 16 2
137 83 5
8 268 36
193 65 2
160 341 38
112 116 18
149 273 6
55 59 29
297 341 1
171 114 5
304 48 32
20 145 5
18 93 44
165 40 34
40 241 30
165 156 32
43 270 6
84 134 19
236 243 39
280 127 47
95 326 50
148 109 40
124 242 3
122 39 46
335 41 43
237 205 9
123 178 40
213 50 43
246 66 9
205 329 41
66 43 21
342 105 39
9 35 30
217 240 45
41 248 1
