216 28794
19 195 46
155 54 14
179 49 4
47 23 25
74 3 22
77 15 28
115 31 2
1 195 28
196 206 3
157 40 48
128 152 5
214 54 29
124 179 16
20 100 19
25 216 12
38 50 32
174 110 19
52 170 1
59 150 24
144 210 5
198 51 36
132 137 11
215 101 24
158 185 28
185 60 22
175 17 9
7 8 38
62 146 5
179 51 25
34 40 18
54 199 14
179 181 42
82 91 16
85 144 6
17 47 9
138 76 31
189 135 14
203 137 10
210 160 35
90 45 25
7 215 46
77 130 10
112 48 2
106 89 10
206 204 50
12 142 48
35 85 14
186 132 19
214 166 4
140 86 38
64 148 29
120 192 36
135 51 40
67 149 41
54 52 33
62 144 36
38 162 46
178 209 16
37 150 48
205 151 25
214 184 49
163 37 25
90 202 14
201 105 39
87 171 25
181 47 38
79 152 40
199 98 50
157 84 7
160 177 6
63 156 47
13 118 9
168 50 13
170 70 30
38 153 44
61 31 1
192 190 48
181 185 14
63 87 47
16 96 41
163 146 2
3 132 42
199 22 8
85 117 29
107 15 25
122 12 47
132 44 15
84 157 13
35 110 27
129 53 30
83 206 36
160 42 10
209 134 44
87 135 16
95 58 44
32 192 33
188 183 7
103 209 36
49 119 30
194 212 23
92 202 25
63 185 16
90 10 14
180 22 11
187 193 20
85 123 1
22 187 7
23 71 35
69 144 48
33 214 20
97 4 41
121 14 10
39 40 33
54 73 47
170 45 6
122 118 16
51 79 18
136 216 42
117 211 6
211 13 50
17 103 21
97 144 15
193 89 2
191 8 41
211 43 22
47 153 32
118 62 17
73 134 9
59 57 24
25 11 34
63 99 2
147 36 5
77 73 25
211 141 33
81 48 45
133 29 48
11 31 31
114 169 30
1 79 20
96 47 10
3 73 17
166 60 8
172 114 26
138 71 5
210 34 16
17 125 7
136 25 13
174 115 23
113 14 36
201 153 15
190 113 5
116 117 10
87 97 25
37 43 30
211 121 11
131 152 1
22 65 47
21 78 18
215 121 46
173 161 13
105 160 46
193 76 8
15 198 14
107 5 12
211 182 13
145 146 44
211 191 31
199 16 35
136 28 50
117 147 41
198 200 50
117 112 6
16 144 26
173 43 17
28 23 8
93 130 35
207 46 45
168 170 44
82 186 32
22 151 23
173 15 9
62 17 8
200 17 40
110 108 40
182 51 36
101 44 18
40 80 10
182 169 25
120 91 29
201 160 3
169 216 32
155 108 4
77 34 4
60 25 30
113 29 50
159 195 12
72 11 31
173 94 15
66 115 47
107 82 18
28 197 6
168 185 13
39 22 16
134 153 35
47 48 14
3 155 47
136 130 21
198 172 44
211 24 43
56 88 36
49 28 47
12 33 35
188 16 2
6 30 42
83 139 45
90 36 34
121 174 44
134 54 23
76 47 3
3 21 37
118 185 30
84 186 44
154 46 8
127 187 38
176 115 26
136 107 28
145 55 19
137 73 46
23 10 49
181 107 46
195 54 7
111 34 31
160 82 14
209 205 25
114 19 38
113 84 24
203 96 21
150 158 29
141 181 33
150 22 43
87 39 25
145 156 9
147 132 25
204 24 3
64 4 7
48 166 50
147 214 30
21 137 23
3 109 37
92 25 17
28 148 8
45 164 3
23 22 44
188 175 49
75 52 7
78 86 37
135 119 40
14 24 48
50 134 37
185 69 18
137 61 10
112 113 2
109 15 24
159 59 31
40 69 30
62 198 20
93 136 7
175 36 39
96 60 40
34 128 5
184 145 6
30 211 9
88 201 47
165 86 28
31 135 27
148 77 45
184 171 24
22 31 23
216 190 22
129 113 18
132 148 9
30 110 17
121 35 5
208 201 40
182 47 28
24 94 6
29 17 42
4 47 38
88 206 47
143 136 3
166 86 50
115 76 11
38 184 37
203 38 9
3 132 36
150 108 6
135 129 35
11 180 50
52 55 42
17 79 7
33 103 1
133 24 42
96 8 39
54 13 14
24 32 22
216 193 30
210 203 13
49 147 44
61 208 39
132 32 37
118 50 32
150 131 36
203 181 47
115 157 28
157 6 37
169 90 21
150 187 15
78 132 23
76 29 1
186 199 16
88 199 20
150 121 46
8 216 36
153 29 22
176 151 6
44 132 35
162 216 26
62 109 26
167 193 49
18 39 47
127 191 1
143 100 26
57 64 8
2 72 43
81 166 20
94 211 10
175 21 37
15 181 31
105 34 4
67 99 42
88 100 16
95 92 20
147 127 38
99 175 4
196 62 27
120 105 48
175 209 9
58 168 21
130 26 30
205 114 20
35 57 23
5 140 41
165 71 4
49 121 27
138 214 8
211 166 11
108 27 17
78 173 14
186 98 21
101 43 18
142 42 24
121 145 19
48 84 9
96 22 36
74 199 15
39 201 25
23 31 44
203 49 42
168 5 10
103 1 25
143 45 31
90 104 9
131 20 12
72 161 37
192 12 29
178 31 25
38 34 10
39 147 18
78 92 25
22 153 45
160 94 16
114 91 45
42 213 18
197 191 13
14 21 20
64 74 3
200 4 27
157 211 44
123 168 27
57 154 5
15 8 38
154 73 3
93 66 49
90 45 13
44 107 26
141 24 36
163 103 20
