438 29215
224 199 45
125 147 25
39 34 3
299 347 46
146 41 5
119 168 5
161 1 47
86 223 20
24 240 38
117 319 13
373 392 46
246 222 6
396 202 14
385 375 41
393 42 27
286 61 15
69 195 43
248 420 41
7 173 36
148 280 28
53 215 31
265 274 43
369 370 39
408 208 13
378 308 1
264 73 26
281 228 9
126 369 8
115 234 34
394 302 18
49 216 25
431 294 45
126 131 29
106 326 9
407 397 15
426 323 27
264 399 16
5 410 43
54 33 43
61 319 29
21 83 28
121 312 28
215 427 43
301 94 5
292 125 29
319 210 23
20 294 36
249 174 21
175 405 23
290 107 16
154 323 44
64 185 41
283 100 25
307 274 14
269 55 11
116 136 47
231 290 22
165 310 9
237 307 6
145 259 41
245 115 37
366 95 36
334 379 40
411 409 33
424 102 10
53 298 28
104 197 25
257 431 1
427 321 10
172 190 32
380 193 41
71 186 27
214 354 46
256 123 15
230 412 15
216 169 49
41 43 18
396 275 29
199 410 50
110 251 3
427 279 5
217 407 46
9 155 45
111 14 20
78 344 20
400 365 2
173 140 46
301 205 25
76 222 30
207 436 44
4 179 29
233 228 31
275 48 10
371 324 49
7 183 11
165 332 41
278 37 6
341 80 31
11 337 4
323 331 19
20 390 29
423 23 34
247 386 5
20 383 32
404 89 31
31 310 6
131 5 42
192 122 35
105 384 37
47 318 43
213 349 18
411 271 37
35 273 38
104 24 49
389 144 21
155 396 41
34 192 9
235 293 35
72 251 43
75 270 36
334 218 18
348 221 17
321 412 30
226 417 32
247 433 30
417 171 49
427 196 46
190 280 49
20 155 36
117 388 1
411 129 8
326 318 22
167 7 21
336 205 1
335 316 33
28 402 23
344 387 34
21 313 20
198 104 26
275 243 20
336 362 30
61 228 4
15 285 31
175 171 18
162 226 48
351 428 5
40 135 12
304 238 29
391 367 30
113 368 28
281 166 20
113 249 13
79 53 16
228 217 4
222 253 19
127 236 4
331 369 1
270 346 17
110 309 35
87 129 16
405 91 33
338 369 49
317 153 25
72 400 18
383 329 15
351 26 1
371 297 8
318 60 41
56 156 14
307 438 45
7 329 9
283 119 24
42 153 13
109 312 47
127 393 4
190 117 18
142 222 9
49 296 35
252 75 38
200 145 8
247 356 12
340 88 49
308 369 49
308 199 30
321 395 15
96 150 34
89 92 21
81 334 12
313 262 10
228 44 31
78 149 44
157 358 24
268 133 4
66 51 50
96 169 1
49 209 30
329 86 37
327 261 28
365 323 1
433 135 3
256 50 50
4 403 30
134 238 4
290 105 43
333 368 19
59 279 17
23 101 34
146 243 48
42 421 23
140 177 45
196 260 50
353 65 35
11 49 35
362 138 20
3 81 43
248 416 21
103 325 25
55 79 33
192 217 37
143 373 11
54 342 11
149 51 46
265 345 45
404 241 28
43 166 8
27 397 31
234 19 15
429 13 23
394 34 14
203 306 30
163 68 14
390 377 22
42 320 35
384 289 28
281 360 50
157 362 50
231 120 10
91 49 14
124 15 11
149 411 13
383 43 3
167 67 13
236 105 43
239 393 9
388 177 40
58 365 15
295 223 30
247 248 28
299 397 21
257 254 17
78 272 40
305 192 2
156 349 30
389 131 35
262 134 36
57 344 17
152 13 31
301 118 24
314 97 38
379 339 25
195 217 45
48 349 1
32 413 1
88 399 25
107 129 13
76 109 48
89 417 24
259 367 26
16 201 49
149 351 1
286 73 31
305 177 29
332 317 41
240 349 49
409 117 30
248 74 37
255 411 49
258 120 1
124 18 49
181 388 20
385 42 26
259 92 6
26 28 6
383 183 9
417 208 22
412 150 30
74 270 11
299 384 5
426 142 36
415 431 14
295 212 34
39 422 1
294 120 45
317 227 46
138 363 4
154 201 28
398 41 2
429 161 13
329 68 24
185 312 27
22 177 25
146 115 6
99 114 22
301 17 33
80 235 18
214 387 5
326 258 49
303 395 4
183 83 14
133 326 49
75 300 6
93 3 29
200 125 2
321 33 22
202 203 44
392 13 38
66 132 18
10 6 39
56 358 30
172 124 40
286 200 36
222 43 32
52 350 15
416 241 31
137 432 10
371 184 13
93 381 7
56 155 33
257 215 41
323 341 23
372 332 27
229 189 44
22 152 2
154 243 37
203 304 48
87 189 42
88 310 3
24 16 5
331 395 35
333 139 33
438 387 16
124 274 24
402 111 8
66 338 11
274 215 50
324 398 31
276 341 4
376 247 20
172 344 14
131 239 19
226 159 14
212 55 25
87 2 22
333 203 34
418 250 32
73 355 13
154 81 45
33 241 25
121 391 32
311 335 28
198 237 42
309 243 49
48 84 8
169 415 36
296 3 27
156 218 8
269 383 45
92 349 33
122 356 16
341 144 36
2 29 26
74 53 23
78 377 24
268 333 18
222 373 28
35 140 28
53 338 37
8 366 28
276 273 32
201 308 29
224 247 50
20 127 30
158 338 19
76 213 41
280 88 42
383 311 3
368 146 23
361 403 25
73 153 24
81 296 25
44 265 7
202 315 9
124 411 13
200 175 42
231 369 20
163 438 39
293 48 45
243 413 37
110 208 8
4 189 38
337 217 42
218 40 26
149 193 18
23 188 22
96 241 24
55 344 34
194 286 42
148 263 50
390 329 3
277 130 30
434 331 40
126 228 1
77 110 33
238 86 23
437 32 12
157 427 37
99 98 19
380 360 43
339 190 7
28 10 12
159 299 12
352 163 30
309 202 1
141 53 33
64 194 28
167 117 2
242 300 46
325 60 6
271 246 9
19 104 49
302 166 18
2 135 25
364 91 36
430 202 17
52 394 45
142 30 14
154 38 46
379 246 18
338 293 37
72 100 27
408 437 7
281 264 23
4 325 43
267 47 38
313 71 9
285 391 28
374 226 43
269 345 25
51 366 6
3 298 11
196 18 36
127 172 21
252 425 26
245 129 35
280 328 21
273 192 49
39 373 2
37 291 4
382 367 6
298 200 22
277 338 1
437 92 9
366 158 10
320 66 3
258 65 28
435 280 5
148 117 18
367 335 47
391 106 31
374 410 6
387 352 39
422 399 26
185 415 24
42 208 12
202 139 46
197 298 14
409 210 38
66 56 48
420 352 50
327 424 48
200 320 26
128 186 49
162 329 40
164 255 11
187 1 43
41 236 19
146 197 7
31 175 17
59 336 11
334 133 23
365 206 5
90 44 30
437 183 30
199 368 6
350 31 30
41 47 23
278 151 7
232 113 28
250 173 22
323 313 10
180 266 29
22 375 34
281 334 4
268 280 17
149 61 28
329 257 26
426 115 38
216 361 46
63 159 1
52 412 7
267 100 28
182 162 4
229 371 4
60 110 44
12 172 34
4 62 8
219 39 10
11 81 27
116 420 1
79 249 11
201 44 49
5 313 36
129 275 18
322 124 36
52 430 1
431 141 3
1 360 7
72 73 39
97 16 32
402 95 13
314 6 4
201 414 40
362 370 33
299 110 45
385 323 37
366 25 14
172 261 33
347 233 49
175 250 15
371 349 27
250 123 50
122 275 5
333 115 15
349 284 3
175 430 1
291 240 5
432 32 23
376 133 47
178 246 7
217 17 16
130 438 34
425 214 10
399 134 7
335 437 5
6 347 43
143 182 44
167 133 1
273 39 45
304 7 15
136 216 44
196 14 6
197 118 16
55 77 42
196 295 4
61 168 14
436 83 10
338 149 26
350 67 24
175 206 19
187 329 3
287 329 14
316 88 5
