834 99962
315 178 50
397 657 50
834 423 45
6 306 5
410 117 23
331 656 38
663 692 41
170 521 34
638 444 28
559 576 26
79 321 3
92 638 44
324 800 23
540 720 39
687 63 11
222 425 18
172 366 16
162 275 9
377 215 40
406 456 17
92 525 21
756 191 33
221 417 9
451 555 4
150 245 12
263 21 20
271 270 13
644 365 12
94 406 18
300 757 18
539 750 23
50 44 46
241 767 44
367 433 41
584 705 11
550 328 7
830 723 46
659 558 45
95 686 18
733 627 30
774 331 22
88 672 40
126 436 23
740 218 28
29 686 27
442 565 42
255 705 28
507 83 25
145 718 36
541 308 29
732 751 3
548 615 9
540 638 8
172 716 17
680 305 11
260 99 37
708 726 34
722 501 48
198 820 18
604 669 21
519 809 18
247 55 48
642 491 29
273 370 46
774 335 34
134 102 37
350 535 19
610 118 45
376 139 41
730 535 33
433 200 11
70 88 28
38 124 30
311 586 23
437 168 37
62 21 28
220 673 32
260 192 15
124 609 28
297 499 17
387 237 14
649 682 46
666 51 41
630 385 32
792 742 15
784 781 44
544 648 43
315 280 31
371 612 21
219 778 24
121 194 47
6 805 27
168 115 1
560 239 15
429 695 18
635 750 42
241 601 10
90 411 6
78 792 12
616 430 44
335 490 48
461 832 43
399 750 7
127 237 25
252 33 11
209 710 44
433 464 50
283 653 11
122 607 28
508 803 9
514 536 11
15 794 2
609 777 46
203 586 37
286 219 12
465 742 27
114 557 32
616 283 28
28 339 36
261 307 30
43 216 44
774 34 41
716 319 10
466 762 29
14 765 50
415 374 28
721 37 28
340 343 9
671 294 21
576 675 41
198 736 33
433 603 26
629 600 10
88 672 20
63 135 31
522 752 25
164 739 26
561 490 32
453 513 49
156 265 44
38 136 14
681 176 18
353 103 29
620 537 7
154 776 35
435 404 48
296 584 32
432 78 27
649 667 32
217 259 45
518 823 39
93 416 2
711 26 7
68 75 40
612 649 12
321 479 21
62 103 30
809 579 7
677 147 26
456 333 34
290 55 21
295 519 44
260 329 35
593 170 2
655 778 5
533 635 44
596 81 12
493 512 21
419 440 13
316 403 2
60 441 41
792 329 2
755 117 48
379 425 50
678 70 28
277 364 6
288 832 11
765 354 18
94 427 19
135 243 20
324 294 1
646 354 1
692 443 29
516 221 6
278 261 18
606 383 30
176 661 42
294 664 49
606 644 8
396 223 6
428 495 47
264 412 9
419 805 18
71 441 28
239 422 9
256 436 23
209 103 10
378 16 16
623 486 13
421 10 24
833 472 49
655 376 13
603 24 46
393 671 48
569 331 45
712 115 16
30 131 38
119 490 21
687 488 30
157 785 17
312 779 37
794 495 17
679 19 50
820 103 35
339 808 10
448 389 33
380 156 30
343 146 2
546 717 50
14 195 45
502 158 1
575 431 30
36 728 35
54 494 27
346 591 19
672 369 9
422 204 3
115 346 4
665 2 31
113 794 22
770 261 12
821 164 1
736 791 14
789 306 9
52 769 36
460 415 43
755 288 43
740 364 37
641 670 39
828 757 11
167 489 38
319 50 3
462 321 5
629 256 18
364 142 25
814 301 13
800 390 23
47 642 45
635 427 49
764 735 5
790 53 44
306 148 41
