412 9798
128 211 45
262 16 5
77 257 9
216 147 1
313 358 29
330 129 19
318 313 16
376 224 22
327 202 39
327 340 16
370 382 44
7 23 5
334 390 26
25 179 17
58 5 38
27 45 31
94 310 34
288 23 28
229 151 49
26 381 44
198 17 22
216 322 8
218 234 30
148 62 2
14 39 23
86 43 15
136 105 25
160 125 21
125 397 19
32 53 20
384 309 42
256 173 33
399 181 24
128 242 30
268 200 7
263 316 6
401 248 8
354 23 34
400 234 35
334 29 50
144 170 37
147 65 39
270 379 35
140 65 6
148 287 37
148 366 35
371 23 19
250 52 17
7 291 21
340 276 39
374 266 19
245 312 41
19 322 35
173 219 49
293 362 1
191 170 15
382 112 1
53 323 3
265 241 7
239 132 18
177 195 36
205 366 33
159 273 8
260 261 10
323 396 47
1 215 30
361 158 45
360 312 14
297 149 41
408 299 12
3 375 13
333 218 35
131 75 40
12 30 48
353 337 5
232 345 11
390 122 6
267 218 9
298 115 34
102 310 34
273 98 5
349 41 8
269 326 17
101 288 28
337 265 36
108 233 7
50 226 13
56 113 36
203 79 29
121 143 34
347 366 23
384 309 41
306 4 13
397 319 8
378 130 46
273 181 5
210 259 1
393 243 22
161 27 32
371 348 42
95 323 23
375 200 15
249 333 28
29 222 10
104 150 16
153 329 37
289 383 4
177 338 46
406 176 19
79 296 45
139 209 26
304 19 41
75 119 24
177 56 26
155 204 3
395 367 38
120 259 47
331 263 8
248 394 47
277 41 8
399 122 27
274 309 39
243 140 6
53 163 2
305 17 47
235 391 41
64 57 50
91 80 35
248 105 18
64 370 25
249 157 40
153 172 8
286 157 50
183 173 46
132 410 5
41 381 25
342 47 35
387 241 40
146 288 29
92 7 9
393 101 3
321 320 34
313 319 18
264 208 46
299 320 47
101 336 47
108 69 29
256 247 24
338 379 48
383 224 23
328 102 18
134 289 30
305 160 4
363 360 11
301 398 4
412 242 42
370 20 5
341 326 34
330 401 14
303 6 39
23 150 46
383 321 4
115 85 30
15 168 18
219 67 20
40 239 1
22 95 20
251 155 28
379 318 50
247 385 28
322 197 31
379 267 30
5 389 44
157 62 17
216 236 24
380 169 17
11 222 42
148 303 17
331 105 50
163 111 20
360 139 39
283 404 8
313 122 35
332 197 48
59 80 14
331 16 43
161 233 29
93 337 44
249 186 17
8 41 24
113 98 34
28 141 17
75 370 11
240 224 18
334 396 39
383 332 50
88 141 1
190 229 4
219 230 13
233 102 8
343 9 40
108 390 26
233 40 36
135 131 5
36 396 32
276 7 21
130 140 31
14 375 17
383 246 1
11 175 30
139 215 40
366 92 35
409 12 12
170 372 6
4 225 9
290 24 6
405 254 30
280 83 20
161 188 48
283 267 11
122 135 10
134 150 24
228 191 26
383 342 38
126 12 26
145 347 5
401 7 43
406 179 23
218 220 14
275 17 24
2 331 39
67 362 13
329 256 34
313 110 46
245 100 35
365 32 32
356 11 12
274 159 20
299 264 16
271 78 5
371 291 35
265 359 5
47 271 46
131 172 30
218 197 45
179 73 30
402 391 8
316 101 40
45 264 7
10 342 6
103 194 34
104 243 41
207 407 8
168 94 36
66 64 8
2 378 11
368 309 44
205 410 17
244 31 39
116 161 29
234 14 1
144 302 25
47 281 40
256 41 49
357 244 45
138 42 3
178 327 49
403 68 23
277 171 45
158 159 48
143 392 13
375 175 15
51 257 8
22 226 1
139 29 33
241 136 36
207 40 16
246 189 11
62 1 15
377 390 16
243 329 8
139 129 49
122 45 19
79 154 20
134 109 5
189 46 38
149 62 47
185 314 15
126 353 14
208 149 4
335 171 48
313 125 45
63 62 29
31 53 18
295 266 13
110 54 26
151 284 35
199 291 31
225 320 49
85 246 1
279 89 50
219 268 7
87 250 6
119 139 26
288 96 17
38 133 42
379 128 44
307 79 4
27 175 50
202 29 12
332 313 50
266 242 48
319 369 42
72 28 15
236 38 3
218 135 20
301 143 18
346 369 18
23 28 11
131 345 22
321 349 26
214 334 21
101 411 22
28 202 43
221 270 13
53 329 29
88 209 28
32 236 15
203 173 34
275 390 38
295 318 35
220 236 48
396 194 38
25 154 19
351 400 7
102 262 33
83 265 10
17 165 26
392 319 20
165 274 34
230 323 9
182 326 20
134 255 25
69 362 25
164 270 18
33 296 36
36 22 1
328 277 43
42 255 5
207 192 44
84 314 23
355 203 24
31 191 28
201 242 28
94 365 19
125 18 24
182 58 46
342 5 6
319 160 22
360 335 41
216 310 43
213 210 42
230 52 3
225 338 3
238 362 45
156 193 45
323 206 35
163 52 43
232 18 41
79 68 16
217 402 9
150 181 33
367 263 5
358 43 8
183 374 28
292 191 21
393 113 4
359 372 18
317 63 18
187 286 46
47 68 35
148 151 17
294 206 6
279 246 47
39 364 18
193 335 25
66 59 42
289 290 37
205 379 23
210 15 6
163 323 46
226 27 27
409 128 15
181 174 9
408 246 48
214 74 12
54 36 26
343 391 42
298 344 39
365 154 45
41 244 30
12 57 25
32 125 3
14 236 38
14 105 22
189 398 3
366 367 4
75 362 41
364 209 6
8 25 12
282 57 49
133 407 29
60 103 47
68 223 37
133 48 35
9 93 27
247 118 29
166 226 39
345 80 30
352 137 26
299 316 23
178 295 1
129 244 33
49 330 9
302 303 38
46 292 16
247 331 20
248 341 41
279 368 33
9 177 35
86 12 5
94 392 14
259 62 14
95 73 37
302 212 5
376 156 45
212 376 7
248 239 19
142 131 9
76 122 38
175 193 11
261 411 26
190 76 3
160 330 8
100 311 20
278 77 28
59 145 17
358 193 49
86 336 39
86 217 24
71 10 17
242 240 14
376 238 27
341 70 7
154 356 10
180 345 29
19 368 21
67 4 20
258 408 29
332 194 11
210 33 48
262 342 5
93 337 39
250 177 23
348 188 44
24 162 22
55 345 34
84 368 3
134 71 38
173 180 4
281 347 26
141 404 20
357 373 47
106 352 11
103 297 7
29 346 17
358 41 40
116 189 1
166 36 5
410 333 34
172 263 41
386 255 1
341 269 49
137 384 48
292 188 50
229 224 33
210 41 39
361 263 3
331 346 38
67 302 21
276 122 45
276 361 49
74 55 25
84 209 38
387 162 14
343 308 2
405 117 34
64 319 30
226 40 38
227 298 37
263 50 50
274 166 12
91 113 14
387 182 36
