668 22607
94 544 39
105 125 35
438 276 6
284 254 35
196 528 43
53 453 46
326 323 42
232 536 29
135 554 15
361 565 24
115 314 16
356 74 27
455 303 10
422 271 29
295 158 16
401 419 14
156 317 40
358 350 43
135 365 36
353 216 6
389 413 4
208 298 32
599 382 24
236 133 28
65 452 15
358 147 48
564 118 33
5 154 17
362 663 35
377 605 28
125 404 47
133 106 10
588 178 28
478 20 19
105 469 29
74 457 9
329 29 37
62 139 7
155 592 32
458 109 33
537 115 1
227 509 1
285 449 10
270 469 15
136 424 23
623 406 23
333 389 38
422 359 4
389 218 4
398 613 39
639 6 13
212 337 11
163 476 20
272 440 21
431 270 7
283 268 32
285 146 47
500 193 22
599 523 3
214 453 41
466 86 23
47 56 7
48 223 33
196 311 46
188 315 36
90 351 37
632 366 44
278 377 39
369 605 12
538 137 40
299 371 9
144 307 18
457 400 31
31 39 43
135 359 42
582 315 11
246 237 15
72 596 19
198 162 30
234 30 30
445 219 10
206 222 17
79 583 1
141 403 12
473 552 25
360 630 12
665 519 42
305 144 36
241 384 12
482 489 20
271 227 27
660 615 40
348 126 2
540 101 11
26 592 4
611 348 6
538 614 18
95 367 20
549 429 1
516 2 45
543 287 49
5 561 2
39 372 5
81 487 24
61 423 34
518 592 37
202 664 5
601 131 12
96 190 49
101 415 5
67 210 49
539 400 7
498 650 34
629 28 26
298 546 23
580 633 23
607 92 41
509 322 19
362 123 19
127 88 4
580 382 36
91 519 50
29 563 3
497 330 25
366 180 6
471 90 16
522 278 4
31 580 41
374 657 12
433 408 3
147 22 43
421 76 46
602 541 29
371 549 25
325 302 44
393 590 30
295 195 45
88 90 22
641 520 17
398 167 37
252 640 37
407 431 47
645 407 43
32 228 37
460 151 14
77 301 4
584 530 10
25 133 27
231 385 47
621 169 22
383 452 47
441 207 16
240 571 20
207 628 29
25 50 33
566 408 23
396 157 7
206 267 45
661 439 38
472 232 9
592 661 40
294 593 19
307 241 8
397 555 21
350 621 7
224 205 3
347 194 21
413 26 11
430 238 26
16 212 45
634 10 1
472 584 42
593 624 40
98 306 40
106 648 21
559 509 4
510 502 14
236 651 47
499 124 42
162 405 5
128 285 44
56 292 14
484 483 21
16 42 10
64 275 45
479 366 24
567 362 5
71 665 24
56 444 38
173 572 1
494 432 43
129 485 37
486 277 24
75 466 7
101 604 29
618 547 13
484 425 15
237 46 7
289 330 28
540 476 3
268 67 17
411 637 36
551 509 26
457 667 11
47 646 16
631 551 40
639 208 41
494 553 27
580 332 22
1 124 15
513 522 36
183 295 3
94 653 4
158 456 43
498 450 47
269 228 27
239 378 32
322 333 49
453 657 15
107 431 28
65 355 44
41 155 12
72 181 37
601 322 22
487 493 23
438 350 19
163 347 42
457 642 21
151 407 30
104 252 50
313 402 28
350 365 33
167 321 41
515 84 36
573 400 29
193 187 49
336 33 44
546 291 3
359 203 19
495 374 8
5 390 49
322 314 48
56 172 31
167 460 34
665 402 7
537 393 3
382 466 42
112 467 44
263 178 32
209 356 25
124 354 30
622 203 9
601 270 11
99 530 47
655 298 33
71 63 36
658 281 27
383 293 30
142 374 36
117 299 37
372 607 1
605 323 28
587 173 46
396 223 33
527 454 3
526 95 33
525 201 43
41 192 50
411 496 8
444 610 3
526 167 43
581 346 48
362 142 27
217 417 6
582 525 3
270 357 12
392 118 17
132 515 33
534 650 16
367 119 8
121 640 16
621 527 8
501 381 16
5 194 11
521 516 29
221 521 11
219 534 44
170 150 50
647 571 32
514 399 14
365 391 11
408 191 34
637 557 33
468 379 22
52 166 26
281 38 29
180 206 6
503 64 36
164 217 47
454 478 40
578 600 49
105 136 25
654 212 17
213 61 40
169 360 25
614 351 6
601 337 3
621 187 10
591 419 3
313 466 26
481 468 15
472 195 42
367 164 4
525 38 42
33 150 20
654 255 39
177 125 19
76 321 31
600 52 46
499 354 47
291 663 14
458 116 30
51 143 37
301 580 29
82 85 3
533 605 9
267 589 10
150 583 23
216 266 44
318 388 33
225 647 33
631 622 44
88 580 30
107 656 15
9 611 44
288 277 49
43 284 49
409 583 6
558 649 28
198 141 1
402 577 32
141 116 44
598 164 2
225 199 16
597 94 22
462 65 14
397 638 49
619 60 23
410 209 50
167 49 18
77 635 24
225 606 1
284 24 15
239 179 7
144 59 30
124 327 5
500 422 35
78 295 41
189 522 41
222 408 21
45 201 45
499 412 1
21 492 8
368 39 48
446 367 16
330 613 4
398 493 35
7 358 14
347 157 28
456 402 47
286 498 26
503 513 16
2 133 6
665 329 27
143 595 2
253 493 21
187 492 33
17 634 32
521 129 46
294 135 8
68 358 17
245 609 33
304 283 49
587 265 48
544 522 34
279 246 9
212 497 46
89 533 37
512 163 21
371 17 20
427 544 49
601 634 45
249 455 1
494 655 19
243 258 30
482 658 34
168 652 42
606 634 43
615 155 26
468 46 2
138 260 28
654 405 39
287 251 14
565 372 22
458 78 48
560 502 42
335 560 30
421 348 39
202 471 40
173 384 23
454 442 10
551 523 46
103 491 25
201 270 14
270 285 17
52 558 6
152 118 43
505 466 7
536 324 29
551 216 48
171 226 20
231 269 2
444 49 30
338 623 7
211 443 43
489 370 7
383 549 10
343 97 26
336 150 27
427 507 25
307 21 5
328 425 20
45 306 8
304 572 32
28 228 37
149 293 27
149 494 3
528 545 20
190 654 29
47 294 33
311 224 36
104 298 29
71 606 38
452 564 41
74 350 5
577 638 4
244 68 21
385 77 22
401 549 8
555 639 12
94 328 50
181 375 37
438 583 16
504 507 23
176 7 13
275 424 10
19 629 22
133 518 1
643 631 6
487 78 36
534 421 27
566 28 31
484 465 35
472 237 22
318 424 31
209 635 50
2 403 27
541 597 8
11 247 28
344 468 41
252 325 30
620 54 17
139 143 40
216 253 26
403 351 29
557 509 6
319 337 41
300 7 32
575 200 12
178 576 8
6 216 44
526 567 49
339 239 9
576 82 27
118 368 18
403 257 44
600 375 41
494 85 48
373 575 23
637 493 16
531 657 35
580 158 48
506 100 7
306 381 44
592 53 50
123 367 7
609 149 41
620 488 2
309 143 47
95 208 25
441 223 26
17 570 27
323 514 41
634 276 20
91 324 48
93 542 7
621 211 49
483 643 32
383 627 50
152 200 42
215 449 11
198 31 7
106 610 4
650 391 28
52 486 38
458 155 31
344 64 10
206 248 2
531 230 32
600 207 13
284 389 12
494 80 25
377 202 21
247 307 33
68 282 17
276 258 4
1 482 34
321 122 44
614 641 10
536 552 15
649 563 50
192 362 49
261 1 20
321 602 32
51 53 44
499 54 48
339 637 23
624 342 19
302 61 48
638 110 49
331 575 12
252 362 2
191 326 8
563 455 24
34 65 36
36 231 8
492 337 31
138 485 41
168 439 32
13 335 8
482 286 34
214 557 39
109 490 12
297 27 29
196 628 21
579 6 8
132 179 39
525 77 12
545 346 12
222 423 3
535 466 12
411 252 6
61 593 17
6 362 29
667 7 32
298 451 47
311 86 35
410 490 2
469 43 43
436 186 7
570 143 48
624 380 10
602 445 3
4 331 31
226 92 44
64 96 47
207 186 32
585 74 18
617 637 29
296 549 23
621 211 13
508 157 15
497 639 37
277 577 12
173 164 39
162 112 34
478 226 10
63 122 31
405 648 42
185 107 17
249 427 31
600 39 2
307 69 29
190 633 33
649 347 34
621 532 15
253 238 48
33 67 11
342 487 45
268 506 12
501 584 8
333 40 28
142 456 41
209 404 14
23 521 4
9 223 35
181 114 46
119 454 49
237 310 49
307 563 21
330 349 9
587 326 7
167 160 37
362 545 20
409 612 49
162 16 26
40 293 41
22 254 13
415 310 18
385 544 38
142 399 49
311 143 39
375 304 41
494 601 44
631 178 5
170 581 30
427 161 25
161 553 36
546 279 45
552 416 31
286 88 46
449 523 13
14 350 27
61 442 5
7 419 46
329 387 17
532 97 33
417 173 50
240 175 42
217 461 10
388 614 18
121 25 7
248 497 37
425 146 19
646 628 42
481 32 40
517 14 27
375 111 16
637 287 23
306 139 43
618 283 7
107 34 19
477 453 31
564 102 49
320 155 28
150 74 12
625 35 20
418 13 20
342 235 49
165 490 42
17 388 2
265 304 23
17 529 46
615 644 48
152 339 14
129 585 45
338 517 46
86 310 30
148 226 23
643 169 46
246 303 23
450 523 46
39 274 1
355 469 30
465 341 10
652 308 10
159 498 38
365 491 30
520 537 23
511 285 25
383 125 39
277 42 33
398 620 45
273 35 40
600 241 12
158 116 8
647 203 47
164 565 41
119 258 16
146 584 34
457 21 30
15 144 33
365 20 33
91 56 44
105 510 15
532 615 40
181 218 4
236 183 10
502 390 39
152 216 38
610 645 11
84 426 48
268 516 43
563 448 10
580 620 21
536 199 14
154 658 17
373 604 34
368 156 2
5 443 22
75 126 11
274 661 28
335 102 36
92 584 45
619 458 27
563 185 14
234 68 22
330 578 7
397 427 48
117 210 15
304 253 20
634 233 14
385 535 25
312 288 17
403 348 2
96 171 34
375 256 10
253 139 1
449 326 17
668 411 40
548 575 36
117 432 14
432 580 39
76 595 35
378 145 32
478 521 50
365 139 26
237 484 18
407 399 22
431 101 17
231 662 32
311 264 33
125 458 21
607 138 14
492 386 47
346 514 28
320 290 20
599 203 26
375 94 31
124 189 46
666 303 20
628 639 49
74 165 34
611 1 41
279 554 30
192 16 20
574 617 13
489 525 26
67 476 27
6 320 47
111 98 38
192 199 35
601 471 5
469 17 27
209 304 9
33 363 21
509 371 5
82 532 5
471 494 3
592 248 17
411 612 22
70 426 12
324 55 30
395 72 50
264 74 17
168 89 8
51 470 48
603 243 27
134 439 47
102 576 34
408 553 46
383 658 28
44 533 33
116 594 11
42 247 5
401 479 30
4 140 39
312 106 10
596 149 23
537 535 28
401 269 7
406 618 16
645 303 38
625 508 47
154 236 4
103 69 50
226 171 17
193 76 34
224 553 50
381 284 41
611 613 16
461 549 32
299 21 32
665 232 8
611 594 28
239 388 49
648 591 9
370 271 25
189 366 17
147 584 50
16 527 11
646 658 47
254 635 23
529 403 30
297 267 13
146 162 26
258 19 25
10 469 43
653 618 8
120 74 28
168 618 40
24 96 14
48 117 39
465 473 34
462 555 20
446 549 10
430 477 18
5 119 29
300 23 13
647 87 32
666 510 48
497 46 50
244 535 41
156 145 28
337 305 50
197 573 27
518 64 30
135 136 49
357 398 22
486 645 45
213 589 44
660 604 50
334 187 9
369 639 12
6 520 15
25 397 25
655 158 47
69 472 37
138 8 31
459 478 3
448 334 49
500 432 3
663 1 26
637 155 31
589 147 12
305 476 28
112 318 29
123 627 25
120 575 28
96 274 6
40 595 13
410 340 12
184 74 26
38 106 39
633 236 2
29 562 42
284 501 10
137 553 35
82 612 49
446 35 33
574 5 21
337 635 41
522 167 21
451 481 46
128 18 2
54 566 5
133 93 29
60 520 27
136 47 48
125 200 18
171 191 11
74 415 48
29 504 47
124 387 50
292 306 46
628 598 31
307 497 20
174 289 37
265 478 7
340 341 49
156 36 50
563 524 13
537 114 42
217 480 10
220 91 44
328 582 6
223 480 2
489 458 41
303 547 13
159 373 34
450 632 27
550 594 39
525 293 7
556 324 40
444 214 30
506 270 11
567 552 12
221 15 42
644 96 50
477 543 40
284 350 4
474 310 30
660 491 43
643 189 16
643 41 32
195 236 21
462 106 39
408 10 24
650 81 47
187 630 49
240 444 18
245 43 4
652 307 43
50 610 26
645 557 23
393 414 5
347 109 15
643 282 23
578 364 50
579 658 37
129 263 28
175 502 24
635 660 23
370 58 8
532 659 10
36 377 49
392 535 21
98 39 8
86 243 27
91 237 11
376 531 23
67 416 33
274 588 42
244 16 48
300 131 12
636 278 41
313 331 44
434 405 10
225 475 18
663 176 41
479 463 6
213 359 49
273 124 20
294 392 41
34 124 13
606 173 17
440 529 39
590 413 26
277 569 32
317 656 43
22 434 17
227 122 40
315 2 36
656 361 20
168 658 31
345 229 17
489 526 30
233 548 28
419 511 1
87 386 34
169 58 15
74 436 41
141 647 5
347 569 12
215 73 43
234 239 30
216 39 6
610 346 11
36 397 3
548 75 26
595 16 7
389 156 2
623 71 13
431 183 46
108 440 19
657 331 8
556 182 43
317 539 26
298 50 50
313 212 25
173 323 47
569 579 23
165 88 2
568 590 5
635 74 23
237 425 48
265 663 13
646 564 8
63 310 15
102 271 4
469 463 23
167 291 1
297 316 6
354 70 17
423 525 1
154 192 42
216 264 48
603 513 27
306 407 30
351 411 36
619 628 26
553 97 37
385 4 29
86 407 25
378 509 44
589 572 19
84 624 34
502 210 2
198 337 35
513 297 12
511 541 16
507 40 19
296 655 23
472 39 31
213 664 13
639 581 29
422 605 10
638 471 42
601 255 36
431 352 8
354 266 10
124 295 6
341 315 27
495 541 49
348 568 23
294 511 41
164 608 17
465 306 12
485 40 47
36 332 2
641 252 32
148 322 34
406 586 43
164 502 33
243 363 25
458 80 29
349 73 10
80 190 1
8 283 19
191 609 13
419 667 25
19 306 16
624 451 36
200 25 8
6 235 3
501 367 41
206 197 29
198 354 50
584 233 21
499 368 38
251 83 35
161 583 2
550 110 20
1 638 44
504 432 45
58 599 23
613 1 11
396 607 35
575 490 8
521 377 49
644 48 20
207 588 25
33 200 4
138 393 43
487 254 42
230 353 22
146 581 14
227 491 15
532 402 3
66 275 4
41 130 43
38 567 17
221 646 36
185 491 50
32 482 19
647 90 7
239 370 22
104 540 1
85 67 20
198 650 6
96 516 26
355 358 17
502 24 6
419 149 29
336 464 14
29 289 22
390 232 34
564 25 6
287 377 35
69 57 45
377 131 27
214 377 15
504 372 42
166 552 11
154 553 4
75 151 5
605 228 23
291 258 43
248 11 20
568 61 10
348 489 42
190 378 4
666 296 19
144 268 15
49 294 27
245 657 44
665 281 13
183 562 1
444 271 13
520 204 27
30 218 50
410 520 25
559 188 36
100 53 31
414 264 39
400 91 30
12 21 13
110 245 50
201 151 46
115 209 50
217 407 50
632 401 10
105 268 3
639 328 11
473 412 42
426 11 19
481 612 4
49 217 42
74 565 8
331 274 38
345 104 27
483 230 39
139 419 14
138 12 26
444 308 8
647 425 29
94 601 9
474 42 22
200 594 14
496 163 10
244 426 37
190 340 38
424 318 19
160 383 10
85 582 31
447 414 8
340 113 43
219 186 4
258 223 16
85 600 21
110 128 40
8 566 11
154 84 1
188 594 50
107 514 28
322 275 46
630 217 17
292 349 32
625 375 45
112 288 8
253 80 22
363 475 37
635 137 40
323 413 40
91 98 47
96 143 19
68 159 32
509 253 46
95 615 14
474 532 45
465 397 4
617 394 15
575 419 46
408 37 21
127 586 34
106 253 23
565 78 28
221 572 34
242 252 19
504 367 16
31 609 44
27 171 1
291 402 20
161 425 11
231 38 24
165 603 4
564 336 2
106 126 47
81 118 20
312 157 13
166 574 41
475 548 15
44 610 15
633 233 2
192 67 50
499 217 30
111 175 12
357 147 23
257 61 11
467 437 42
554 85 28
572 399 17
552 266 28
355 9 21
79 550 15
450 634 29
582 539 39
92 178 35
461 534 19
121 408 25
88 291 4
236 170 26
182 625 44
613 281 9
617 97 42
193 547 7
533 537 21
455 347 18
158 250 3
486 452 6
472 129 32
